Dataset,Feature,NaN Count,Inf Count,-Inf Count,Total Invalid,Inf_Replacement_Rule,NegInf_Replacement_Rule,Total_Post_Replacement_NaN
Lycos-Unicas-IDS2018,flag_psh,0,0,0,0,Replace with NaN,Replace with NaN,0
Lycos-Unicas-IDS2018,flag_rst,0,0,0,0,Replace with NaN,Replace with NaN,0
Lycos-Unicas-IDS2018,flag_urg,0,0,0,0,Replace with NaN,Replace with NaN,0
Lycos-Unicas-IDS2018,flow_duration,0,0,0,0,Replace with NaN,Replace with NaN,0
Lycos-Unicas-IDS2018,fwd_bulk_bytes_mean,0,0,0,0,Replace with NaN,Replace with NaN,0
Lycos-Unicas-IDS2018,fwd_bulk_pkt_mean,0,0,0,0,Replace with NaN,Replace with NaN,0
Lycos-Unicas-IDS2018,fwd_bulk_rate_mean,0,0,0,0,Replace with NaN,Replace with NaN,0
Lycos-Unicas-IDS2018,fwd_flag_psh,0,0,0,0,Replace with NaN,Replace with NaN,0
Lycos-Unicas-IDS2018,fwd_flag_urg,0,0,0,0,Replace with NaN,Replace with NaN,0
Lycos-Unicas-IDS2018,fwd_iat_max,0,0,0,0,Replace with NaN,Replace with NaN,0
Lycos-Unicas-IDS2018,fwd_iat_mean,0,0,0,0,Replace with NaN,Replace with NaN,0
Lycos-Unicas-IDS2018,fwd_iat_min,0,0,0,0,Replace with NaN,Replace with NaN,0
Lycos-Unicas-IDS2018,fwd_iat_std,0,0,0,0,Replace with NaN,Replace with NaN,0
Lycos-Unicas-IDS2018,fwd_iat_tot,0,0,0,0,Replace with NaN,Replace with NaN,0
Lycos-Unicas-IDS2018,fwd_non_empty_pkt_cnt,0,0,0,0,Replace with NaN,Replace with NaN,0
Lycos-Unicas-IDS2018,fwd_pkt_cnt,0,0,0,0,Replace with NaN,Replace with NaN,0
Lycos-Unicas-IDS2018,fwd_pkt_hdr_len_min,0,0,0,0,Replace with NaN,Replace with NaN,0
Lycos-Unicas-IDS2018,fwd_pkt_hdr_len_tot,0,0,0,0,Replace with NaN,Replace with NaN,0
Lycos-Unicas-IDS2018,fwd_pkt_len_max,0,0,0,0,Replace with NaN,Replace with NaN,0
Lycos-Unicas-IDS2018,fwd_pkt_len_mean,0,0,0,0,Replace with NaN,Replace with NaN,0
Lycos-Unicas-IDS2018,fwd_pkt_len_min,0,0,0,0,Replace with NaN,Replace with NaN,0
Lycos-Unicas-IDS2018,fwd_pkt_len_std,0,0,0,0,Replace with NaN,Replace with NaN,0
Lycos-Unicas-IDS2018,fwd_pkt_len_tot,0,0,0,0,Replace with NaN,Replace with NaN,0
Lycos-Unicas-IDS2018,fwd_pkt_per_s,0,0,0,0,Replace with NaN,Replace with NaN,0
Lycos-Unicas-IDS2018,fwd_subflow_bytes_mean,0,0,0,0,Replace with NaN,Replace with NaN,0
Lycos-Unicas-IDS2018,fwd_subflow_pkt_mean,0,0,0,0,Replace with NaN,Replace with NaN,0
Lycos-Unicas-IDS2018,fwd_tcp_init_win_bytes,0,0,0,0,Replace with NaN,Replace with NaN,0
Lycos-Unicas-IDS2018,iat_max,0,0,0,0,Replace with NaN,Replace with NaN,0
Lycos-Unicas-IDS2018,iat_mean,0,0,0,0,Replace with NaN,Replace with NaN,0
Lycos-Unicas-IDS2018,iat_min,0,0,0,0,Replace with NaN,Replace with NaN,0
Lycos-Unicas-IDS2018,iat_std,0,0,0,0,Replace with NaN,Replace with NaN,0
Lycos-Unicas-IDS2018,idle_max,0,0,0,0,Replace with NaN,Replace with NaN,0
Lycos-Unicas-IDS2018,idle_mean,0,0,0,0,Replace with NaN,Replace with NaN,0
Lycos-Unicas-IDS2018,idle_min,0,0,0,0,Replace with NaN,Replace with NaN,0
Lycos-Unicas-IDS2018,idle_std,0,0,0,0,Replace with NaN,Replace with NaN,0
Lycos-Unicas-IDS2018,ip_prot,0,0,0,0,Replace with NaN,Replace with NaN,0
Lycos-Unicas-IDS2018,label,0,0,0,0,Replace with NaN,Replace with NaN,0
Lycos-Unicas-IDS2018,pkt_len_max,0,0,0,0,Replace with NaN,Replace with NaN,0
Lycos-Unicas-IDS2018,pkt_len_mean,0,0,0,0,Replace with NaN,Replace with NaN,0
Lycos-Unicas-IDS2018,pkt_len_min,0,0,0,0,Replace with NaN,Replace with NaN,0
Lycos-Unicas-IDS2018,pkt_len_std,0,0,0,0,Replace with NaN,Replace with NaN,0
Lycos-Unicas-IDS2018,pkt_len_var,0,0,0,0,Replace with NaN,Replace with NaN,0
Lycos-Unicas-IDS2018,pkt_per_s,0,0,0,0,Replace with NaN,Replace with NaN,0
