,Source Port,Destination Port,Protocol,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min
Fwd Packet Length Mean,-0.03472283629352003,0.15095194688894423,0.0017209862753494328,0.15432755455818126,0.00039148964746638516,-3.178143848759134e-05,0.185986738331695,-0.0012327447986788392,0.8884160181630706,0.269458227219019,1.0,0.8943599041877088,0.02268353217626351,-0.008092660605117196,0.015226994310654033,0.01726822228463533,0.10192246676442056,-0.04808476989080842,0.06058417935590585,0.1293225013434361,0.15895064291292518,-0.009168395916896898,0.15064995663909053,0.07800508463018299,0.1785882211588953,0.16203525817076495,-0.004724560325313362,0.18435803411826668,0.07042690691687739,0.24202128745625848,0.23416272328575638,-0.0025264301420830416,0.07127535280506082,0.0,-0.0029807078814319114,0.0,-0.0001254338975732933,0.00012144161506636103,-0.04409801905807922,-0.03512909254136636,0.026280796073573497,0.3043770908620098,0.3189508931940997,0.29711979821652207,0.22436308076331907,-0.013783974948542088,0.07127535280506082,0.013611595876035098,0.09632246609001534,0.007888108776264783,0.06124833670043618,-0.0029807078814319114,0.013723621881971458,0.06510898428856574,0.32224028816865,1.0,0.015226994310657266,-0.0001254338975732933,0.0,0.0,0.0,0.0,0.0,0.0,0.00039148964746638516,0.18623125653762745,-3.178143848759134e-05,-0.0012327227495399968,0.05952712180924507,-0.001238070962747716,0.0005983051522178637,-2.8933817229828035e-05,0.09638165851009982,0.05931185633948692,0.09767157845062112,0.08367533639009417,0.1367400037045731,0.18071254580050952,0.15709251096326707,0.11285396019112896
Fwd Packet Length Std,-0.0449091451823254,0.13725400765372792,-0.1179916638510239,0.24157474583054314,0.0016815271857018718,0.0012587521847048238,0.16056527668606096,-0.00030746200256669034,0.9685323833729536,-0.06492295388917296,0.8943599041877088,1.0,0.09705914814102573,-0.12470680974379628,0.0799664335325028,0.08722410919973775,0.07418584483891869,-0.0428922011867753,0.07982145448211347,0.17082464219976715,0.21190216994206343,-0.012068593931967226,0.23836332671082397,0.09644638603293401,0.24358198226663977,0.21691231091414337,-0.02264788471335171,0.2560482793882949,0.06972219703854839,0.2780688534311287,0.26172964761762113,-0.021415856638763994,0.023920642538253715,0.0,-0.0023396373052638735,0.0,0.00022572879684516298,0.0004101453207911032,-0.03799708564692448,-0.04001643279081809,-0.13860982191177054,0.38701227127769183,0.3414222510346953,0.36661564164587374,0.28924514931646883,0.008988044428850438,0.023920642538253715,0.015318934273801892,0.196591780689421,0.01912912861258997,0.04763119015423014,-0.0023396373052638735,0.015270487734464823,-0.03277558509811964,0.33717680260565963,0.8943599041877088,0.07996643353250893,0.00022572879684516298,0.0,0.0,0.0,0.0,0.0,0.0,0.0016815271857018718,0.1607817402799839,0.0012587521847048238,-0.0003074540094311635,0.13980825086250212,0.026762838015616297,0.0012225150430445627,0.0005147176582353009,0.10893036175015304,0.07036737095059423,0.11841511683193415,0.09614221021591043,0.1895068130670106,0.19311683986334413,0.20957995057614348,0.16403562165472538
Bwd Packet Length Max,0.16951807835862825,-0.1702034743813626,-0.17928809089410924,0.5066121050586009,0.02312317536295106,0.022814573138597267,0.02528237514967896,0.022045731122273864,0.10813993649991814,-0.10670782027449922,0.02268353217626351,0.09705914814102573,0.9999999999999999,-0.18772597025775084,0.9597193479693569,0.9829558799067614,-0.021647501035397716,-0.11086563694563265,0.2330250401267148,0.49465414993388124,0.5862678304038996,-0.0219512401397109,0.5028153217862903,0.2240960833434296,0.6088762316803654,0.5817056416515366,-0.041480907116870046,0.23675137504217372,0.054584531319817206,0.29482058224206303,0.2525350997254666,-0.03990504943947959,-0.08112155343549456,0.0,-0.004243395819293974,0.0,0.0005156724308290103,0.0009801943859792197,-0.1031213321056091,-0.07118109713996341,-0.2180240871074849,0.9494099546469751,0.883379244009045,0.9412034457667918,0.8540918426558345,0.21816644901682047,-0.08112155343549456,0.006110793497181641,0.25424238762082324,0.006053030846949264,-0.12839637713569352,-0.004243395819293974,0.006071436989470666,0.008345158628539349,0.8778759546392474,0.02268353217626351,0.9597193479693499,0.0005156724308290103,0.0,0.0,0.0,0.0,0.0,0.0,0.02312317536295106,0.025316945189475793,0.022814573138597267,0.02204571340913654,0.13025518345188825,-0.040895959117633156,0.01698423406538773,0.0009823891456561605,0.08052375432412727,0.043876702270232326,0.08401357707037199,0.07664516513468092,0.5830071706589415,0.17360857656059814,0.5880067853354085,0.5650125546131288
Bwd Packet Length Min,0.3157204397822295,-0.21682896037280172,0.7375369724023745,-0.18702836077804583,-0.004824889840334992,-0.004214914492807715,-0.021942465400046622,-0.003472251577933801,-0.10961299044774638,0.3023976907585934,-0.008092660605117196,-0.12470680974379628,-0.18772597025775084,0.9999999999999998,-0.11402455893674003,-0.20937849832597233,-0.017006119729421194,-0.13083901207828913,-0.06502475232256831,-0.1067815899271292,-0.14442804932319753,-0.02418785532187989,-0.18378242697832786,-0.032750336837450086,-0.16290158209652908,-0.14221837397384868,0.051135182746576795,-0.1323219176499947,0.017725234110704233,-0.10514324446501512,-0.07104455151547619,0.06286817531334703,-0.0761313350368772,0.0,-0.00559222961741612,0.0,0.0005415274891061549,-0.0007622580322135823,-0.12825204061756418,-0.04134639852755376,0.7207693452268238,-0.19935117223683727,-0.12340736010114002,-0.18758486647056183,-0.15158879040157652,-0.09372352162908913,-0.0761313350368772,-0.008283765308135627,-0.3269444864433333,-0.3233393187798922,-0.16126698054415148,-0.00559222961741612,-0.008299935406348423,0.2605452028058029,-0.09692552880907941,-0.008092660605117196,-0.11402455893674467,0.0005415274891061549,0.0,0.0,0.0,0.0,0.0,0.0,-0.004824889840334992,-0.021971621635583378,-0.004214914492807715,-0.00347223943843149,-0.2468802264996721,-0.1177436057832156,-0.00341549875199098,0.00011684825850019159,-0.05900256515739182,-0.051355775036631725,-0.0719353316319796,-0.04676255776724848,-0.13409921334367744,-0.048070885744940645,-0.13677409210740749,-0.12825155059210025
Bwd Packet Length Mean,0.2006466256910367,-0.1911877843702364,-0.12570363849496183,0.47264811077320196,0.021731528847167985,0.021737292385707294,0.021491125126810482,0.020760050701908696,0.09075067205787407,-0.0852725030502528,0.015226994310654033,0.0799664335325028,0.9597193479693569,-0.11402455893674003,0.9999999999999998,0.9421246242227017,-0.023359702369119547,-0.12368144897820291,0.22276760137361115,0.48797053937510537,0.5836075234214393,-0.024357456617392904,0.46911043112046685,0.2165514453056949,0.5989626324283321,0.5787923210063501,-0.03724457850441102,0.17707627087150937,0.03647123517810595,0.2433466033339458,0.21366009923805837,-0.03465031391518863,-0.08850470487441096,0.0,-0.004780372205749455,0.0,0.0005691651347146117,0.0009298170553975272,-0.11556550682920186,-0.07600115135449184,-0.1667033901025267,0.9074067622043164,0.9242755294589645,0.9217691501286956,0.7962194520621397,0.188908595538734,-0.08850470487441096,0.00706129993041406,0.23451466314949906,-0.008323460736522062,-0.14380988867481817,-0.004780372205749455,0.007016313231980208,0.039737729589356834,0.9183363753396973,0.015226994310654033,1.0,0.0005691651347146117,0.0,0.0,0.0,0.0,0.0,0.0,0.021731528847167985,0.021520693284638702,0.021737292385707294,0.020760017311342072,0.12471474576451963,-0.052318454692663656,0.016539420701883398,0.0010151003911130548,0.0810326054440082,0.03764731225648648,0.07890170444880458,0.07912830497762824,0.5798128832800898,0.17362347533756936,0.5848691236518581,0.5620701484927926
Bwd Packet Length Std,0.14886942031657355,-0.15265878368897579,-0.19238930754567568,0.4544015362891169,0.006884181522711849,0.006472194096337416,0.01205906846887576,0.006280120067242146,0.08786373235991014,-0.10986320030125826,0.01726822228463533,0.08722410919973775,0.9829558799067614,-0.20937849832597233,0.9421246242227017,1.0,-0.019697619601101026,-0.09964881865566577,0.22695658893318957,0.47776965022307205,0.5593366699091387,-0.019787631715135496,0.45097979624414936,0.21454556790971158,0.5846250441068644,0.5550675562070674,-0.039117643547606315,0.17875156071022422,0.04699741597599109,0.26556083462283714,0.2184281319047741,-0.03792033353642877,-0.07483033075498594,0.0,-0.003795157399093126,0.0,0.00045413342505216736,0.0007282105308571543,-0.09247699489068917,-0.06535354880976278,-0.22821547899174613,0.9337002481930681,0.8535545484904821,0.9432808776477584,0.8920207203638586,0.2042932729689474,-0.07483033075498594,0.005851395540208741,0.2383427229446756,0.028407140302753375,-0.11487168573303859,-0.003795157399093126,0.00581562388170756,-0.010767523657389717,0.8527090645833669,0.01726822228463533,0.9421246242226803,0.00045413342505216736,0.0,0.0,0.0,0.0,0.0,0.0,0.006884181522711849,0.012075745118776174,0.006472194096337416,0.006280239633595952,0.10921306312034658,-0.03746376247732225,0.004899285065158641,0.0009179345223351708,0.06408985657702777,0.020398370735787406,0.05698767748932801,0.06641818188200688,0.553821647919875,0.18082151093149673,0.5606734360715028,0.5348499282237014
Flow Bytes/s,-0.02000673636083676,0.06682060837617043,-0.004911825597549507,-0.022691594868814172,0.0004531419246741301,0.0003468822571839032,0.0031473295965316183,0.0005275701451581459,0.04025221615146777,0.059364215235857186,0.10192246676442056,0.07418584483891869,-0.021647501035397716,-0.017006119729421194,-0.023359702369119547,-0.019697619601101026,1.0,0.22674197936294,-0.014962263106536616,-0.01880496102819306,-0.019446128676349563,-0.0028696431160969865,-0.0222863739514288,-0.014239715611668759,-0.017579876694330702,-0.01910177201417837,-0.00619891239671411,-0.017837034161360385,-0.01057543217240309,-0.012308178250099057,-0.014181506424763951,-0.00606715087365533,0.17031670974663823,0.0,-0.000548215470376599,0.0,3.85697938270246e-05,6.327927973898258e-05,0.22904509360964095,0.02502656759953448,0.016180400896540645,-0.0036398560981381434,0.058870799148158674,0.011786633375510131,-0.0014830513284248962,-0.003728236900086208,0.17031670974663823,-0.0008041893590481736,-0.03034494640338079,0.05431207246653885,-0.01436132152594546,-0.000548215470376599,-0.0008055002433187029,-0.034325007733000804,0.08923139336158496,0.10192246676442056,-0.02335970236911961,3.85697938270246e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0004531419246741301,0.0031516420365183062,0.0003468822571839032,0.0005275975546357018,-0.012588296461420954,-0.01121773030508786,0.0004550201484755401,7.183359344545746e-05,-0.0065189685129912935,-0.0054454617212986375,-0.0077556047056764055,-0.005230057194995957,-0.01824518027582355,-0.005704230949744357,-0.018498431991274867,-0.017581852749664142
Flow Packets/s,-0.12490269337872832,0.2408196773095598,-0.10349964144960651,-0.10960392138481145,-0.002289392026601978,-0.0024815227396998473,-0.012137320687907594,-0.0017280270276143206,-0.059342548863732615,-0.045754239921910946,-0.04808476989080842,-0.0428922011867753,-0.11086563694563265,-0.13083901207828913,-0.12368144897820291,-0.09964881865566577,0.22674197936294,1.0,-0.07221867308188916,-0.09076957108869146,-0.09387820651191704,-0.013849929318546724,-0.1076435205532508,-0.06872901829428218,-0.08485591300464232,-0.09221069515166068,-0.02991742895559143,-0.08618286490037308,-0.05104370807880296,-0.05941587273705402,-0.0684721336241213,-0.02928155086601645,0.21527256797610095,0.0,0.01900219452358344,0.0,0.0002191944830345822,0.00034223551341099143,0.9876261957394342,0.24480221570657143,-0.1004214095681833,-0.11169569054021079,-0.11707777474767776,-0.10855101809403928,-0.07235402463428568,0.08279279316951192,0.21527256797610095,-0.003916666967015375,-0.08634005148830841,0.25888316901740094,-0.01938708354576152,0.01900219452358344,-0.0039248855581513215,-0.16259011282215582,-0.11351968752471304,-0.04808476989080842,-0.12368144897820291,0.0002191944830345822,0.0,0.0,0.0,0.0,0.0,0.0,-0.002289392026601978,-0.012153493621238565,-0.0024815227396998473,-0.0017280123396515674,-0.06055886719363036,-0.03017088366477006,-0.0018159479042356688,0.00045743376910343045,-0.03162030346217892,-0.02630443031151427,-0.037543342962201694,-0.02540999181053353,-0.08807364707711622,-0.027534992573418356,-0.08929605383252083,-0.08487168071984018
Flow IAT Mean,0.10867020379366925,-0.08763245977229926,-0.022775292097913975,0.5411236185144307,-0.0006779123968008623,-0.0010842971919228187,0.005795237540843463,-0.0011768691096766754,0.07842915335297039,-0.009831917332487982,0.06058417935590585,0.07982145448211347,0.2330250401267148,-0.06502475232256831,0.22276760137361115,0.22695658893318957,-0.014962263106536616,-0.07221867308188916,1.0,0.7059467464362036,0.6585574935568232,0.6414404707589028,0.5407730490917191,0.901002567913334,0.4259621027833222,0.6569768506061685,0.7743014812119425,0.35600944225626274,0.627865336651669,0.2654420397109384,0.48916488550168463,0.5661668729952757,0.062741349536389,0.0,-0.002746920045335376,0.0,0.00022448420141376203,-0.0006200166938075855,-0.06697449624874405,-0.04766545699661533,-0.019776300269817835,0.23787386064590638,0.19390883746419754,0.22047224989121958,0.1639768905136647,0.12850298003683303,0.062741349536389,0.003413983464305172,-0.04380393458191564,0.104339271310307,0.004627432706196331,-0.002746920045335376,0.003388987352398041,-0.04976388112514344,0.1895276957967603,0.06058417935590585,0.22276760137360085,0.00022448420141376203,0.0,0.0,0.0,0.0,0.0,0.0,-0.0006779123968008623,0.0058033570616564,-0.0010842971919228187,-0.001176846115720502,0.03297547030667781,-0.018962406445996206,-0.0008032781905622804,-0.00028819452000991406,0.06842022487905278,0.023386697381669565,0.05662353766289165,0.06792049483975048,0.6060842410090872,0.14355324307688264,0.6077919440677241,0.5926618599463651
Flow IAT Std,0.12584488852588463,-0.09965014332737519,-0.06299202360865609,0.7431565913513619,-8.410981022772339e-05,-0.0006340298682411446,0.016591944862772084,-0.0009088427306391198,0.1654109245789585,-0.04108520735489322,0.1293225013434361,0.17082464219976715,0.49465414993388124,-0.1067815899271292,0.48797053937510537,0.47776965022307205,-0.01880496102819306,-0.09076957108869146,0.7059467464362036,1.0,0.9389262243872567,-0.01643744025394017,0.7427861633374663,0.827870186007492,0.8078502501481736,0.9369837598457174,0.5154168977793417,0.46842755750853843,0.6717543910871284,0.48964569253356754,0.6833142803913306,0.5448160921044269,-0.0007582339592468693,0.0,-0.0034525225930932754,0.0,0.00019563866035814928,-0.0012458329019552454,-0.08417811776348341,-0.05991062331722338,-0.0927430095908413,0.5052434054142532,0.4312572034648697,0.4747577362124098,0.35097717436622183,0.2674174744296854,-0.0007582339592468693,0.010319379270455235,-0.05618237713366288,0.13076199106801717,-0.07032419888074096,-0.0034525225930932754,0.010274766917633208,-0.04590243000408224,0.42127999811437233,0.1293225013434361,0.48797053937508855,0.00019563866035814928,0.0,0.0,0.0,0.0,0.0,0.0,-8.410981022772339e-05,0.016614712504017606,-0.0006340298682411446,-0.0009088067074399689,-0.04120376713730592,-0.030527257961833955,-0.0005628488003835228,-0.000815790035902307,0.09207084887802228,0.032196730549927964,0.07171000174698858,0.08944935736053909,0.9324284263257744,0.23674245833917812,0.936627492374981,0.9101250428380482
Flow IAT Max,0.12497585633263983,-0.0977326151077525,-0.1132964505223364,0.7873679852235971,0.0027150882514687075,0.0021774282611845097,0.0286871660046531,0.0013893969861222906,0.20939983188855998,-0.06408594046305222,0.15895064291292518,0.21190216994206343,0.5862678304038996,-0.14442804932319753,0.5836075234214393,0.5593366699091387,-0.019446128676349563,-0.09387820651191704,0.6585574935568232,0.9389262243872567,0.9999999999999999,0.10261766980935325,0.7870118972865588,0.6838967009676304,0.916977794218991,0.9981065043019648,0.3158354918787121,0.4483685811560074,0.4595987537386046,0.5540728191033798,0.6523203773880761,0.30666490274905517,0.0011005047540840742,0.0,-0.003570769579121659,0.0,-4.181267373699635e-05,-0.0017361243697713205,-0.08706113576540277,-0.06196161359782031,-0.140111340959423,0.6013384344649826,0.5218905153196853,0.5631552389768438,0.408950101968519,0.30182055729705826,0.0011005047540840742,0.01506725562477197,-0.044003796043415,0.16694016316841712,-0.05689390714403291,-0.003570769579121659,0.015011480686911906,-0.06726813352736977,0.5080910936432638,0.15895064291292518,0.5836075234214296,-4.181267373699635e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0027150882514687075,0.028725090919086184,0.0021774282611845097,0.001389417193856873,-0.017544119073068628,-0.04054781226456063,0.0014658983826742035,-0.001466517662138841,0.1335355156247112,0.056578608477813506,0.10422645302606512,0.12314692150888013,0.9799209726383281,0.28193443725252904,0.989302898613797,0.9519921544132981
Flow IAT Min,0.025471015476885357,-0.019443534030558544,-0.021905239856089328,0.06667179502393492,-0.0004766142440798408,-0.0005166121305675943,-0.0025149274642381697,-0.00035649039326356646,-0.012703835621977787,0.0037889722932730446,-0.009168395916896898,-0.012068593931967226,-0.0219512401397109,-0.02418785532187989,-0.024357456617392904,-0.019787631715135496,-0.0028696431160969865,-0.013849929318546724,0.6414404707589028,-0.01643744025394017,0.10261766980935325,0.9999999999999999,0.0671761237536644,0.29713965919621604,-0.016112477084471572,0.10248004733002447,0.338973867330213,-0.016675119207606424,-0.008963995972009482,-0.011722592375267266,-0.012961790993763309,-0.004599436181556849,0.08579932166806473,0.0,-0.0005267951962311129,0.0,6.1027700300500854e-05,6.981102955071555e-05,-0.012844377669114702,-0.009140108378002783,0.013180167027731712,-0.022455643059687044,-0.02363313624942142,-0.022821579191976,-0.014658002081030116,-0.008125103838141797,0.08579932166806473,-0.0007774510351314952,-0.029371185464471213,0.07375883936880064,0.08819683676744675,-0.0005267951962311129,-0.0007791492466257944,-0.043262303548217605,-0.022856534613533312,-0.009168395916896898,-0.024357456617392907,6.1027700300500854e-05,0.0,0.0,0.0,0.0,0.0,0.0,-0.0004766142440798408,-0.0025182808136970823,-0.0005166121305675943,-0.00035648773463527113,0.0803814767418112,-0.011393825942446912,-0.0003805281883958459,0.00011677703501023048,0.0004926500672386511,-0.005191443807928527,-0.0031617689797531975,0.0025515024976467274,0.03005103552576541,-0.004246321224084577,0.0286050125041505,0.03104425907717989
Fwd IAT Total,0.13949118445794909,-0.13129532482264233,-0.15969385083946536,0.9985818949176621,0.020847957141302786,0.019570673268699348,0.06624198948095897,0.016021868293843316,0.27751511383316235,-0.09528674464380935,0.15064995663909053,0.23836332671082397,0.5028153217862903,-0.18378242697832786,0.46911043112046685,0.45097979624414936,-0.0222863739514288,-0.1076435205532508,0.5407730490917191,0.7427861633374663,0.7870118972865588,0.0671761237536644,1.0,0.5544920486386171,0.7308795878677882,0.7892289065150112,0.21810541726489985,0.8215801792579097,0.4167255230213651,0.5225976389024947,0.5864210036487266,0.2199996193340041,-0.0015045085621699127,0.0,-0.00409438159764219,0.0,-0.0002212229428758657,-0.0011958263436422025,-0.09982726443083427,-0.0710444313782812,-0.19148853758733453,0.5186405699438302,0.4398284197084438,0.4645867916843951,0.2893949496013604,0.19362679550039852,-0.0015045085621699127,0.008405779027203727,0.1795748364385384,0.055722598407721355,-0.08935727965500201,-0.00409438159764219,0.00836112891614446,-0.11343036553993044,0.41887779749141973,0.15064995663909053,0.4691104311204717,-0.0002212229428758657,0.0,0.0,0.0,0.0,0.0,0.0,0.020847957141302786,0.06632850734200986,0.019570673268699348,0.016021404992202573,0.11089193665834778,-0.012681277721384023,0.015849882611905706,-0.00147040917659751,0.187733711296136,0.2396456035868809,0.29281621697210425,0.1201155975500594,0.771500427091019,0.2446710872294887,0.782812770690203,0.7420979540109571
Fwd IAT Mean,0.10620445249475655,-0.08310515773920665,0.023884539923012635,0.5527767404789988,-0.0007090165628583165,-0.0009523664030365718,0.007271658768965379,-0.001095112118485689,0.09305810189752212,-0.0029070090260708394,0.07800508463018299,0.09644638603293401,0.2240960833434296,-0.032750336837450086,0.2165514453056949,0.21454556790971158,-0.014239715611668759,-0.06872901829428218,0.901002567913334,0.827870186007492,0.6838967009676304,0.29713965919621604,0.5544920486386171,1.0,0.42265149277689207,0.6850889365139294,0.8847626234723784,0.4335858357654516,0.8475108462480887,0.29454168800964264,0.6271397266957194,0.7939899678728939,0.02784358923876275,0.0,-0.002614168824583074,0.0,0.00021814284262527408,-0.0006558373505926731,-0.0637379775272752,-0.04536395278508046,0.013141258047381286,0.23434332880224493,0.19963564583820426,0.21795321176708407,0.15934348584429894,0.15877965678019382,0.02784358923876275,0.002089328935937456,-0.05679046740262876,0.047059187379132277,-0.028951120638018964,-0.002614168824583074,0.002068059506717359,-0.011612100558819352,0.19577137959682767,0.07800508463018299,0.21655144530568515,0.00021814284262527408,0.0,0.0,0.0,0.0,0.0,0.0,-0.0007090165628583165,0.007281765021141871,-0.0009523664030365718,-0.0010950899203889953,-0.015244996286929463,-0.025209170579768663,-0.0007762648663690711,-0.0003144733122869054,0.047232128616776566,0.015233056571922287,0.03987880467395543,0.047869378539922326,0.6638148787202579,0.1273966045112956,0.6610436895665979,0.653469574514493
Fwd IAT Std,0.10522690341361535,-0.08155261718191023,-0.14910593205004344,0.7288818269816438,0.00047172647907310194,-0.0001285636003147397,0.02478591604613133,-0.0004919806414921923,0.23170367265107994,-0.08716782658852529,0.1785882211588953,0.24358198226663977,0.6088762316803654,-0.16290158209652908,0.5989626324283321,0.5846250441068644,-0.017579876694330702,-0.08485591300464232,0.4259621027833222,0.8078502501481736,0.916977794218991,-0.016112477084471572,0.7308795878677882,0.42265149277689207,1.0,0.9191966884847578,-0.03194555577656549,0.39115395079345927,0.20575742800366809,0.6335445036393248,0.550710727304792,0.0005415502127726926,-0.011003622523772218,0.0,-0.0032275827716240625,0.0,0.00015702286603069886,-0.0016140010457883795,-0.07869380189027875,-0.05600803190251691,-0.17845456075857302,0.6319127227939517,0.5440928532071421,0.5965491433772635,0.4405589115860999,0.3725386606686266,-0.011003622523772218,0.011790780529596511,-0.04318975303304408,0.16988135194067983,-0.057500322728571404,-0.0032275827716240625,0.011744303384457483,-0.0859360106700077,0.5310215366076463,0.1785882211588953,0.5989626324283132,0.00015702286603069886,0.0,0.0,0.0,0.0,0.0,0.0,0.00047172647907310194,0.02481975655190882,-0.0001285636003147397,-0.000491942253594225,-0.032861948099220765,-0.02652722116187176,-0.000233952995482575,-0.0011431678921026876,0.09880381838016732,0.03556621955524275,0.07735104718759471,0.09555306972883476,0.9055632312113195,0.2807615107572622,0.9163657536068169,0.8768748823932158
Fwd IAT Max,0.12417828530237948,-0.09707326262029928,-0.11129800675196494,0.7869034931537738,0.0022627550600593767,0.0017122330088680947,0.02870056534205628,0.0009346097424678759,0.21309363872436993,-0.07061235147493757,0.16203525817076495,0.21691231091414337,0.5817056416515366,-0.14221837397384868,0.5787923210063501,0.5550675562070674,-0.01910177201417837,-0.09221069515166068,0.6569768506061685,0.9369837598457174,0.9981065043019648,0.10248004733002447,0.7892289065150112,0.6850889365139294,0.9191966884847578,1.0,0.3158818426547357,0.44828863895443033,0.4587330854171819,0.5519961630167446,0.6504710814492374,0.30646706660861434,0.0009289143758524713,0.0,-0.0035073330688013718,0.0,-4.853125244677966e-05,-0.001748005848686652,-0.0855145808846575,-0.0608618743165947,-0.13775825021296695,0.5990903454151223,0.5176772749723717,0.5603445567095839,0.40744730446335414,0.30176633737979636,0.0009289143758524713,0.014107128594348388,-0.04897893677110023,0.16745368983198672,-0.058505844778626484,-0.0035073330688013718,0.014053848429926666,-0.08120264202841626,0.5039891623230018,0.16203525817076495,0.5787923210063405,-4.853125244677966e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0022627550600593767,0.028738505427389958,0.0017122330088680947,0.0009345897079063018,-0.02112235023763156,-0.041419054816172605,0.0010592758630267674,-0.0014770606357233033,0.13059732598570664,0.0559213647794138,0.1024404750865369,0.12024163368625866,0.9783578756147557,0.287299186776106,0.9884916964007481,0.9496574589323938
Fwd IAT Min,0.060503799430355075,-0.04540864300987236,0.10594740192548127,0.21696419387466787,-0.0010142811307860748,-0.0009135772277781894,-0.004820460216172434,-0.0007611830486588293,-0.022537133597042625,0.0434963168618542,-0.004724560325313362,-0.02264788471335171,-0.041480907116870046,0.051135182746576795,-0.03724457850441102,-0.039117643547606315,-0.00619891239671411,-0.02991742895559143,0.7743014812119425,0.5154168977793417,0.3158354918787121,0.338973867330213,0.21810541726489985,0.8847626234723784,-0.03194555577656549,0.3158818426547357,0.9999999999999999,0.22850852306839983,0.8160090670885812,-0.01794921060289338,0.406037494350838,0.8803270634522883,0.034656900667110815,0.0,-0.0011379281314698128,0.0,0.00012520769761836247,8.048037346039624e-05,-0.027744824489521636,-0.01974689853740959,0.11010239221024216,-0.04343365902277705,-0.03587727323948353,-0.04369446333031305,-0.03150975721197376,-0.020562373711674315,0.034656900667110815,-0.0016787763887588373,-0.066538646905848,-0.014268757531911565,0.0007763913003733161,-0.0011379281314698128,-0.0016823151121953958,0.033095954962130664,-0.03364386349186867,-0.004724560325313362,-0.03724457850441152,0.00012520769761836247,0.0,0.0,0.0,0.0,0.0,0.0,-0.0010142811307860748,-0.004826874960826606,-0.0009135772277781894,-0.0007611771879244872,-0.01364408316482313,-0.02329799849102382,-0.0007347491306406479,0.0001645419288055231,-0.0006971111881044036,-0.010770552096866934,-0.0077865899545923505,0.0033210962138592094,0.30025348560814047,-0.003146540277095567,0.290631303513244,0.30434164735534297
Bwd IAT Total,0.09476418397361867,-0.08958655627891149,-0.1086772757855123,0.824654276710575,0.02430579293990667,0.02365690945864126,0.07895559117969325,0.01924324869975425,0.3054647011140562,-0.06325533084421348,0.18435803411826668,0.2560482793882949,0.23675137504217372,-0.1323219176499947,0.17707627087150937,0.17875156071022422,-0.017837034161360385,-0.08618286490037308,0.35600944225626274,0.46842755750853843,0.4483685811560074,-0.016675119207606424,0.8215801792579097,0.4335858357654516,0.39115395079345927,0.44828863895443033,0.22850852306839983,1.0,0.513992499614008,0.6461339444926151,0.7249871305153236,0.27196719813174713,0.011638079613709905,0.0,-0.0032781168004595703,0.0,0.00021614868134369177,-0.0016453292402726191,-0.07992522657037779,-0.056878461247841114,-0.1386494995995425,0.2743991343103955,0.235160149179597,0.22945721334754962,0.09800509819095794,0.2196349180815693,0.011638079613709905,-0.0029434087373619855,0.27217245544908497,-0.12499009751817279,-0.06463131446606103,-0.0032781168004595703,-0.002958101115140007,-0.01259788283765093,0.21660085341645322,0.18435803411826668,0.17707627087152547,0.00021614868134369177,0.0,0.0,0.0,0.0,0.0,0.0,0.02430579293990667,0.07905862634126082,0.02365690945864126,0.019242832003976116,0.15320433423042565,0.00292352595626349,0.01932353850153124,-0.0014148750920018715,0.15014427834570507,0.2678821005693629,0.29011672117561094,0.07353209643366666,0.4507627263252234,0.12040852883939054,0.45496249016993956,0.4342521905208681
