,Dst Port,Protocol,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min
Fwd Pkt Len Std,0.193571358073862,-0.34571271537726916,0.0055634311169755505,-0.005990287928418193,0.01767085936312066,0.014843120136473478,0.002137887123033592,0.9578737408236134,-0.2884805621178595,0.8743693618091923,0.9999999999999999,0.5949574526852094,-0.3155384838040818,0.38393661856762146,0.6206513403169241,-0.004185521480545779,-0.1071572895470677,-0.007582841704939372,0.0005754654603703233,-0.0010387665834845294,-0.0019422504167113696,0.005415801243382219,-0.0068505526037390034,0.0010785796366036935,-0.0010327228863618284,-0.001984059298772182,0.178206462824127,0.05421177515130359,0.13968781976673003,0.1183780873219855,-0.017766248275394275,-0.06118720940596617,0.0,0.0,0.0,-0.0025383740587146967,0.02112115048605236,-0.09240468675144217,-0.09226243716575405,-0.3078724839235967,0.7519733441872501,0.5206081019094252,0.7213342119774311,0.2665699376051805,-0.04185372625113071,-0.06118720940596617,0.5139676125818126,0.5946248496884226,-0.25783317678355655,-0.11811598351405597,0.0,0.5139654492600447,-0.08094161278374024,0.5041183614176362,0.8743693618091923,0.3839366185676183,0.0,0.0,0.0,0.0,0.0,0.0,-0.005990287928418193,0.014843120136473478,0.01767085936312066,0.0021380193692903046,0.34884391088761896,0.5662985539434652,-0.006569880466086001,0.30866557623071683,-0.002355552588661764,-0.00457420433809942,0.004083040932194058,0.0011328781235157945,-0.0025175192859110086,-0.0002573959207936786,-0.0013020275532108585,-0.009312835442418227
Bwd Pkt Len Max,-0.21167777578436592,-0.2863078960841927,0.017423812740505164,-0.005233469948838105,0.063032442262036,0.0005067276180682177,0.04413556473756423,0.6841557664886171,-0.23929679428006972,0.539352329141405,0.5949574526852094,1.0,-0.24275650867258697,0.7769120155939563,0.9700654225796546,-0.038299506126965074,-0.13348294817483863,-0.008344894915783068,0.0019569096552840485,0.0019073358837404433,-0.002265194338541153,0.01705887330267106,-0.006861118001339258,0.0030887839744409167,0.0018102953789230056,-0.0023358944900629995,0.42873885331373324,0.12440672787210343,0.385704386933782,0.3647935175362746,-0.03336775160571854,-0.13220024423499283,0.0,0.0,0.0,0.0014172277693390693,0.06711508642538616,-0.1179586675954366,-0.10813306744194885,-0.253386038735531,0.9647665352858055,0.7552094333829064,0.9234893417349178,0.4056385278666103,-0.048751296316659976,-0.13220024423499283,0.5315072874263718,0.7253112997686497,-0.4476989619995597,-0.14484736865513717,0.0,0.5315048716318002,0.01496983132601308,0.7296237028453323,0.539352329141405,0.7769120155939522,0.0,0.0,0.0,0.0,0.0,0.0,-0.005233469948838105,0.0005067276180682177,0.063032442262036,0.04413730381893337,0.09168581890703678,0.5473429651845398,-0.00732321811512596,0.19621951429987172,-0.00201363884579496,0.002157433213456871,0.008623838649890457,-0.0009120067560924311,0.004927535573254191,0.00017553504392765805,0.001874712675077354,0.020588436940973016
Bwd Pkt Len Min,-0.24481235524789965,0.8433342998606714,-0.010665530243455516,-0.007652459520524341,-0.009893587166074589,-0.00951890061948414,-0.004279562899442145,-0.2654185855890773,0.715446822265826,-0.044551475409935724,-0.3155384838040818,-0.24275650867258697,1.0,0.033405470812642224,-0.3402251895217595,-0.011926998435310575,-0.09478241276680986,-0.007431284028197955,-0.0011809442888395256,-0.004355007355247981,-0.0016608533309189493,-0.010385142174006372,-0.007772039637477768,-0.0012528202447199047,-0.004215581149417392,-0.001672015000064287,-0.12951975652883813,-0.0005393500187611794,-0.12695646817336212,-0.08911941331070282,0.06609642681901609,-0.05711085954645964,0.0,0.0,0.0,-0.009999060716278577,-0.013456797691550969,-0.08462877917272008,-0.0747102966268035,0.7690439368199685,-0.2692563418954495,-0.026113992880345913,-0.2417656537504089,-0.11211319994702475,-0.03645977819568839,-0.05711085954645964,-0.25603634495489475,-0.430699633249498,-0.3313863117251385,-0.109238108390134,0.0,-0.25603642524185677,0.2496030388939756,0.07117100629341211,-0.044551475409935724,0.03340547081264131,0.0,0.0,0.0,0.0,0.0,0.0,-0.007652459520524341,-0.00951890061948414,-0.009893587166074589,-0.004279714233722309,-0.2911218964074783,-0.2234434637892876,-0.007019343034737138,-0.6665712368736737,-0.03409202390719841,-0.027664796284623247,-0.03844315982692813,-0.02734619235788334,-0.007899107514721403,-0.0008243453623450052,-0.0036548978140448704,-0.030121600413342116
Bwd Pkt Len Mean,-0.19993857863646897,-0.03879021295929478,0.01509218587211081,-0.0023149601893983542,0.15299711875500221,-0.0014509776857892518,0.14100696176460706,0.4445107451267926,-0.029961268415259826,0.38099574289019295,0.38393661856762146,0.7769120155939563,0.033405470812642224,1.0,0.7736216412611683,-0.031049503389539622,-0.1291563703902808,-0.008500176833718292,0.001708078132071434,0.002357768919760598,-0.002207663178271253,0.014727473654004494,-0.007276555525301198,0.0029862099958826707,0.0022161339229778663,-0.002266907942647832,0.3714634203622595,0.07831738708725998,0.30802360440274185,0.3621196240044432,-0.012691324574077366,-0.11160814953840098,0.0,0.0,0.0,0.008757385344472597,0.1549247247470295,-0.11438010344518601,-0.10404491278411565,-0.029224967568604193,0.7558120661135507,0.9518657524600659,0.8576287482597371,0.45693377458836726,-0.04770796815763703,-0.11160814953840098,0.3357225094869017,0.479723245870735,-0.4290205974205506,-0.1423128498946149,0.0,0.3357207739462199,0.12418615388978303,0.9460701395552958,0.38099574289019295,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0023149601893983542,-0.0014509776857892518,0.15299711875500221,0.14101245658257436,0.027393839104058213,0.22172162632335832,-0.0074936413966677435,0.0012416702763511534,-0.000789527854320092,0.0058480413391806835,0.012026213498624105,-0.0009831751441946135,0.0056241114431839455,0.00035542333814303495,0.002215051182482077,0.023145754632999553
Bwd Pkt Len Std,-0.14731754523102775,-0.36699415690024334,0.015417496826974618,-0.0057970078348657085,0.02623003539880808,-0.00032195596546201623,0.00987446216155491,0.6643163431920978,-0.3076870397331399,0.5282220038359934,0.6206513403169241,0.9700654225796546,-0.3402251895217595,0.7736216412611683,0.9999999999999998,-0.033214873698137325,-0.12156270153619728,-0.007617272067504724,0.001857749312005993,0.001854204030620927,-0.002065276646134819,0.015016626048586135,-0.006296760167317122,0.002895135885504622,0.0017120037365422754,-0.002132704572257968,0.3785922383372517,0.10430279398228876,0.36188936472661026,0.3321698578049433,-0.03977811122862837,-0.1261114740504336,0.0,0.0,0.0,-0.001487218547397531,0.030038927038895734,-0.10745874309082594,-0.09839566108050234,-0.3271006668125212,0.9554613890316975,0.7429702284331834,0.9502719593677809,0.41573591773347707,-0.04413296711810939,-0.1261114740504336,0.5668882563599816,0.7523128134001718,-0.4017940607914522,-0.13116072986495353,0.0,0.5668860083101256,-0.020512018370801265,0.7137427070588995,0.5282220038359934,0.7736216412611636,0.0,0.0,0.0,0.0,0.0,0.0,-0.0057970078348657085,-0.00032195596546201623,0.02623003539880808,0.009874925213917292,0.16567916585063386,0.4898340796171023,-0.006736525258395256,0.2618049024174008,-0.005005633514952498,0.00045139503550774615,0.0046058210387371415,-0.0038294607319680892,0.00445719586436746,0.0001626294920984914,0.0016923867207741436,0.018616869745808375
Flow Byts/s,0.09226118255266035,-0.01343032485857983,-0.0016472570390604114,-0.0008462467377158041,-0.0007556385507036085,0.0002469428682499665,0.0001639779553913243,-0.012704798214804332,0.026033196936979322,0.014504988370469353,-0.004185521480545779,-0.038299506126965074,-0.011926998435310575,-0.031049503389539622,-0.033214873698137325,1.0,0.39254089122183217,-0.0010778574704492009,-0.00025801685109849535,-0.000700856059404226,-0.00022497607340380644,-0.0016077551363512358,-0.0011754400031719905,-0.00028134824170337666,-0.00068125889671357,-0.00023319881824660694,-0.020914100662286366,-0.01340804091247484,-0.01805510443736058,-0.018111039717225285,-0.005463562609047323,0.18157849632524056,0.0,0.0,0.0,-0.0009581916994558355,-0.0009030275692398942,0.43002150894107677,0.11994578986319279,-0.005346267657281576,-0.028428703504684023,-0.0073346305567776795,-0.02220627262313821,-0.00834123352913124,-0.004889044751330516,0.18157849632524056,-0.018309254538425686,-0.03748875611131925,0.05650275658144411,-0.014462960739417502,0.0,-0.018296588708720883,-0.0048622514694229265,-0.002133692320966422,0.014504988370469353,-0.03104950338953942,0.0,0.0,0.0,0.0,0.0,0.0,-0.0008462467377158041,0.0002469428682499665,-0.0007556385507036085,0.00016395240488528253,-0.013743914029361202,-0.023744632901463194,-0.0008058096708345372,0.004821146715425981,-0.004836846451338686,-0.004040328168061729,-0.005568425220561674,-0.0038122113932118405,-0.0013343954181663986,-0.00011915540512206096,-0.000609024471390733,-0.00515751953975836
Flow Pkts/s,0.1673044453789465,-0.10126543934762818,-0.004412960082719552,-0.0027805763749796635,-0.006685791804688136,-0.003595562588187207,-0.0039044916983840537,-0.11827027808941525,-0.07652041407833478,-0.14207946522168868,-0.1071572895470677,-0.13348294817483863,-0.09478241276680986,-0.1291563703902808,-0.12156270153619728,0.39254089122183217,1.0,-0.0028825427481203414,-0.0006903458884927009,-0.0018763611246223728,-0.0006016204904657454,-0.0043063796118801454,-0.0031436064045702477,-0.0007528717265355623,-0.0018233703670696559,-0.0006235958518876472,-0.05605711038241436,-0.035876219231665424,-0.04832498987630669,-0.04855182428407288,-0.014617929547381482,0.08392002264341224,0.0,0.0,0.0,-0.0033797455381006395,-0.007036352954275207,0.9484608792022815,0.6558071079260192,-0.08970841529594786,-0.13894493683025663,-0.13121363356857083,-0.13518155735832726,-0.04350553227809462,0.05511597425943407,0.08392002264341224,-0.09088492056899848,0.004735626339474146,0.09351873541747205,0.05567272804462141,0.0,-0.0908763077678935,0.01176086472439834,-0.14299627759905736,-0.14207946522168868,-0.12915637039027988,0.0,0.0,0.0,0.0,0.0,0.0,-0.0027805763749796635,-0.003595562588187207,-0.006685791804688136,-0.0039046468414762696,0.0338905398614367,-0.07867121241450574,-0.0025188044680938926,0.2831373064573846,-0.012994800205588578,-0.010832600913491476,-0.01495401608981809,-0.010253299781926902,-0.0035721639919522362,-0.00031925714703100893,-0.001630355394894179,-0.013806400631582462
Flow IAT Mean,0.0041240628613452585,-0.010170290944703718,0.5429497271542312,-0.00021230104837839398,-0.0004816202323354789,-0.0002705903195030285,-0.0002883810665401729,-0.00801058348393274,-0.005937742093183143,-0.010509964379691062,-0.007582841704939372,-0.008344894915783068,-0.007431284028197955,-0.008500176833718292,-0.007617272067504724,-0.0010778574704492009,-0.0028825427481203414,1.0,-0.10107873243038759,0.28717884023829937,0.3478662683253936,0.5429497796455807,0.9999652783806714,-0.10109459081554296,0.28717499102231603,0.34787394531029037,-7.394422061816837e-05,0.0028803190503430415,-0.00028539328210475123,0.0007342901249181419,0.0032852544424966687,-0.0014161052742768423,0.0,0.0,0.0,-0.00025498440098091187,-0.000493314926710095,-0.002536573624877709,-0.002360665526591881,-0.0063118360375054895,-0.008910440136504764,-0.008984256992308844,-0.008924787612902434,-0.0026646826343504544,-0.0010461109335802854,-0.0014161052742768423,-0.0061199938298179,-0.010073805965388061,0.015913631573950694,-0.002887155769056877,0.0,-0.006120061482396207,-0.006806898054607868,-0.010082545080133927,-0.010509964379691062,-0.008500176833718233,0.0,0.0,0.0,0.0,0.0,0.0,-0.00021230104837839398,-0.0002705903195030285,-0.0004816202323354789,-0.000288392404227009,0.0174772343794982,-0.006041136472360902,-0.00020077068305941815,0.0006664583390834831,-0.0003671078886882815,-0.00035521250250789276,-0.00043532486016643266,-0.00026366722891875194,-0.026574690682369534,-0.027421304336020445,-0.024543043612798264,-0.008227923541216124
Flow IAT Std,-0.0014083057217439165,-0.003060241009046799,-0.7152667224077788,2.8651886029189783e-05,8.189115463458195e-05,-2.4843908481045447e-05,1.2314325878679225e-05,0.00077833041896468,-0.0014046590852907946,6.138937774069729e-05,0.0005754654603703233,0.0019569096552840485,-0.0011809442888395256,0.001708078132071434,0.001857749312005993,-0.00025801685109849535,-0.0006903458884927009,-0.10107873243038759,1.0,0.8957414018040302,-0.9576199297219748,-0.7152873015950422,-0.10102811749027014,0.9999820604396716,0.8957349377072155,-0.9576054154435378,0.005923827944315108,0.007075850520727386,0.006231889880411129,0.007516001939338675,0.005251792953658414,0.0016042628544169297,0.0,0.0,0.0,-2.254643465554088e-05,9.566401966887971e-05,-0.0006074911131924566,-0.0005653555636027492,-0.0015021566668694196,0.0018746715411925964,0.0015747933057365568,0.001855154680403632,0.0009520645395960639,-0.00024784265374461044,0.0016042628544169297,0.00037703789958679323,0.0008655314090983144,-0.0009694953545351953,-0.0006502199366974749,0.0,0.0003770160306780461,-0.0005284877996006653,0.0013088917027665587,6.138937774069729e-05,0.0017080781320714228,0.0,0.0,0.0,0.0,0.0,0.0,2.8651886029189783e-05,-2.4843908481045447e-05,8.189115463458195e-05,1.2315056646979462e-05,-0.0009298498467532035,-0.0008724458702898081,-3.8975183081114185e-05,-0.0013057478911279099,0.0005090264758646422,0.00044752658478240865,0.0005907886770444165,0.0003900559033941133,0.9746306548111537,0.956775410873479,0.9565428017938254,0.4854066252556989
Flow IAT Max,-0.0004585695070744583,-0.007097458443481889,-0.497874233548088,-3.6171843273694002e-06,0.0007069219634993855,-8.255382549451882e-05,0.000624722264384368,-0.0006366312042086946,-0.004012509038272017,-0.0025756379461089767,-0.0010387665834845294,0.0019073358837404433,-0.004355007355247981,0.002357768919760598,0.001854204030620927,-0.000700856059404226,-0.0018763611246223728,0.28717884023829937,0.8957414018040302,0.9999999999999999,-0.7835677633346634,-0.49789213883085254,0.2872243332389062,0.8957491639325323,0.9999944518858912,-0.7835560543320403,0.009462074947233596,0.008172545186260947,0.011309599901771331,0.0131684734250451,0.0051143608508934365,0.0008295537594193551,0.0,0.0,0.0,-2.1878679027992474e-05,0.0007168122037375331,-0.0016511635691866132,-0.0015366328679340283,-0.00426887564861704,0.001536373720547803,0.0020703650347285796,0.0017833050532357576,0.001592695434525983,-0.0006806574909709238,0.0008295537594193551,-0.0008038197065812863,-0.0009322341995818496,0.003545748201287364,-0.0018445739768354246,0.0,-0.0008038655078326886,-0.0022927892063555597,0.0012631724969155954,-0.0025756379461089767,0.002357768919760612,0.0,0.0,0.0,0.0,0.0,0.0,-3.6171843273694002e-06,-8.255382549451882e-05,0.0007069219634993855,0.0006247497809207676,0.004985051759055677,-0.0030953088284670967,-0.00010330732528869833,-0.000531110839801561,0.0013649532392680359,0.0012160880776380014,0.001486965593189874,0.0010110393997538518,0.9309791396542088,0.9409270813838689,0.9482178095584228,0.31208268890048096
Flow IAT Min,0.0018091540045900667,-0.0012989620678291406,0.8145053396958304,-0.00010948820333834442,-0.00012363353458949133,-6.178559301719156e-05,-6.584159826168213e-05,-0.0020756561457108873,-0.0012364184698765068,-0.0025620908695964885,-0.0019422504167113696,-0.002265194338541153,-0.0016608533309189493,-0.002207663178271253,-0.002065276646134819,-0.00022497607340380644,-0.0006016204904657454,0.3478662683253936,-0.9576199297219748,-0.7835677633346634,1.0,0.8145150145037932,0.3478448044202324,-0.9576050212715729,-0.7835690814232934,0.9999957545724536,-0.0009387280069475629,-0.0005990469122937485,-0.0008098894800892035,-0.0008128282313291129,-0.00024256704090633294,-0.000644588041981098,0.0,0.0,0.0,-5.6415233342042284e-05,-0.00012989445397556536,-0.0005294123361784738,-0.0004926994107411312,-0.001312400593888146,-0.0023948470886472426,-0.0023124088479456848,-0.0023747496140550627,-0.0007388303271790342,-0.00021857444277025446,-0.000644588041981098,-0.001541897946225505,-0.002579305469380911,0.005320875807637044,-0.000603835141978929,0.0,-0.0015419099692414978,-0.001575618924383317,-0.0025411356082027264,-0.0025620908695964885,-0.0022076631782712375,0.0,0.0,0.0,0.0,0.0,0.0,-0.00010948820333834442,-6.178559301719156e-05,-0.00012363353458949133,-6.584420241687286e-05,0.005760466509327153,-0.0013749673057730483,-4.328066980693226e-05,0.0020070353048203394,-0.00018672725468711466,-0.0001653080056112716,-0.0002209066131093442,-0.00014315824205666264,-0.9371371291633455,-0.9236230108349561,-0.9277840051285942,-0.42546573986143305
Fwd IAT Tot,-0.0047328620791922925,-0.014181124859686855,0.9999870913275407,0.0027029203626825946,0.0033390102896232892,0.00277397629514275,0.0024735132776616893,0.009104572316563154,-0.00924196765253003,-0.00015138420016245005,0.005415801243382219,0.01705887330267106,-0.010385142174006372,0.014727473654004494,0.015016626048586135,-0.0016077551363512358,-0.0043063796118801454,0.5429497796455807,-0.7152873015950422,-0.49789213883085254,0.8145150145037932,1.0,0.5431447502315886,-0.7151942082823245,-0.4978866355658179,0.8145276712685955,0.04841434757803616,0.023932617210014665,0.03582126803614855,0.0362371808780482,0.007711725733407323,0.0012897250028333785,0.0,0.0,0.0,0.003007683359914568,0.0035438646547394786,-0.003789488873198292,-0.0035267907289324193,-0.00982552812462145,0.01623405791764261,0.01454841852871681,0.015779921509792325,0.008144777639367719,-0.0015748324794491592,0.0012897250028333785,0.004043104555988755,0.008254224366270786,0.0006306818479539526,-0.004350655698847117,0.0,0.004042979740816354,-0.0029791991320603337,0.012355936167885275,-0.00015138420016245005,0.014727473654004612,0.0,0.0,0.0,0.0,0.0,0.0,0.0027029203626825946,0.00277397629514275,0.0033390102896232892,0.0024736207493853027,0.006297553822046262,-0.005613231119870763,0.002617220134286751,0.0029243047787253103,0.01005571641558932,0.010308809256861676,0.01251429423504203,0.007009117827233678,-0.6654823210515604,-0.6680315667845979,-0.6836851830488333,-0.1542798387483896
Fwd IAT Mean,0.0036031087902998024,-0.010836939607565661,0.5431325367921888,-0.00022253808647629142,-0.00040694106612181594,-0.00027255959945924035,-0.00027361859422562416,-0.007072100877165833,-0.006455098662864078,-0.010050044401550004,-0.0068505526037390034,-0.006861118001339258,-0.007772039637477768,-0.007276555525301198,-0.006296760167317122,-0.0011754400031719905,-0.0031436064045702477,0.9999652783806714,-0.10102811749027014,0.2872243332389062,0.3478448044202324,0.5431447502315886,1.0,-0.1010451510441438,0.28722980249391544,0.3478704341840648,0.004079394929884134,0.008122049157169322,0.0027904562800927153,0.004987945610838206,0.007512477422242034,-0.0004808406357133206,0.0,0.0,0.0,-0.0002543575145396596,-0.00040443473054932536,-0.002766302816920545,-0.0025744667085277587,-0.006869169460522385,-0.007441172513745435,-0.007774006750653341,-0.007525769225914906,-0.002039759367602656,-0.0011450313682369465,-0.0004808406357133206,-0.005716237017497373,-0.00936924736705545,0.015720751196477808,-0.0031551930173133636,0.0,-0.00571630274785776,-0.0068625974567200305,-0.008981413461243523,-0.010050044401550004,-0.007276555525301144,0.0,0.0,0.0,0.0,0.0,0.0,-0.00022253808647629142,-0.00027255959945924035,-0.00040694106612181594,-0.0002736292390175817,0.017212304028020837,-0.006179814493173971,-0.00021311809693761594,0.001008450167779083,-0.0003336533795752112,-0.00022350722518752855,-0.00029786703011692615,-0.00027381757360841243,-0.02643275582049575,-0.027414054988744548,-0.024481810467341526,-0.0076610368432167425
Fwd IAT Std,-0.0014860503676519738,-0.0032904325635495593,-0.7151874267932874,2.941488998521119e-05,0.00015792870015584446,-1.7067799938661543e-05,6.0571161256936176e-05,0.0014116539159893448,-0.001634631222788107,0.0005280810851713049,0.0010785796366036935,0.0030887839744409167,-0.0012528202447199047,0.0029862099958826707,0.002895135885504622,-0.00028134824170337666,-0.0007528717265355623,-0.10109459081554296,0.9999820604396716,0.8957491639325323,-0.9576050212715729,-0.7151942082823245,-0.1010451510441438,1.0,0.8957528247745934,-0.9576015498548037,0.007294176253626238,0.0065034522779729605,0.008447418295736829,0.009179397003088015,0.003889344861820816,0.0018581154357113856,0.0,0.0,0.0,-1.3856763099554369e-05,0.00017356678640584135,-0.0006625126414064296,-0.0006165608275811586,-0.0017342974482439466,0.0029942010349550256,0.002830412645921509,0.0030092868632522157,0.0015183964058773345,-0.0002708539414226416,0.0018581154357113856,0.0007055094607459389,0.0013535239805815029,-0.0011414652828448581,-0.0007082245110891456,0.0,0.0007054889871316609,-0.0005951095704222584,0.002512248005361848,0.0005280810851713049,0.0029862099958826546,0.0,0.0,0.0,0.0,0.0,0.0,2.941488998521119e-05,-1.7067799938661543e-05,0.00015792870015584446,6.057395855535181e-05,-0.0009295906192440867,-0.0008002488467170127,-4.097945084979262e-05,-0.0010934778044118113,0.0005529660165591509,0.0005446922661519459,0.0006634174419807548,0.00039483097692827703,0.9746611066711999,0.9567641768971009,0.9565474091885082,0.48558334664027564
Fwd IAT Max,-0.00032974413389592514,-0.0069452303754349584,-0.4978843853362526,-7.5363061066782736e-06,0.00045691450903427014,-7.875600053949471e-05,0.0003744799225630847,-0.0005956880274003406,-0.0038909215438912882,-0.0025148277002897067,-0.0010327228863618284,0.0018102953789230056,-0.004215581149417392,0.0022161339229778663,0.0017120037365422754,-0.00068125889671357,-0.0018233703670696559,0.28717499102231603,0.8957349377072155,0.9999944518858912,-0.7835690814232934,-0.4978866355658179,0.28722980249391544,0.8957528247745934,1.0,-0.7835573126403398,0.009335761845267881,0.0077631736407568494,0.01096634833297069,0.012733458840451135,0.004781898438542618,0.0008822966374796591,0.0,0.0,0.0,-3.9994499192422015e-05,0.0004663672694538861,-0.001604530011081746,-0.001493242787777891,-0.004134451478137103,0.0014569970313530781,0.0019329057849224842,0.0016464775456738292,0.0015185613043128203,-0.0006635147912404776,0.0008822966374796591,-0.0008819040540537385,-0.001208032148167026,0.0036734551924076804,-0.0017935402657454358,0.0,-0.0008819493278167532,-0.0025214419153336085,0.0011397824822031793,-0.0025148277002897067,0.0022161339229778824,0.0,0.0,0.0,0.0,0.0,0.0,-7.5363061066782736e-06,-7.875600053949471e-05,0.00045691450903427014,0.00037449666069943027,0.005002566108971127,-0.002916338675944017,-9.970201313578611e-05,-0.0006449237866621077,0.0012870674726744732,0.0012197013748686926,0.001431601056590147,0.000917379658757405,0.9309657528886346,0.9409285777770859,0.9482135227286678,0.3120189608044303
Fwd IAT Min,0.0017576957340246725,-0.0013250117841704355,0.8145179747588064,-0.00011107659865914459,-0.00012571189858229397,-6.380068469456115e-05,-6.817062269073514e-05,-0.0021293111710485504,-0.0012344547731898724,-0.0025948666768018627,-0.001984059298772182,-0.0023358944900629995,-0.001672015000064287,-0.002266907942647832,-0.002132704572257968,-0.00023319881824660694,-0.0006235958518876472,0.34787394531029037,-0.9576054154435378,-0.7835560543320403,0.9999957545724536,0.8145276712685955,0.3478704341840648,-0.9576015498548037,-0.7835573126403398,0.9999999999999998,-0.0006478119557731004,0.0006816744706123574,-0.0008125060152233601,-0.0002738663547312643,0.0011871980316511487,-0.0005286893214474043,0.0,0.0,0.0,-5.837179656624848e-05,-0.0001324716872562003,-0.0005487496973116362,-0.0005106973048551132,-0.0013148782777365428,-0.002463539437104113,-0.0023653342292303415,-0.0024387809436610007,-0.0007625534553776912,-0.00022766205972175904,-0.0005286893214474043,-0.0015932515778670912,-0.0026651021384811605,0.005358833568398008,-0.0006273743590655257,0.0,-0.0015932637478948662,-0.0015407974689038355,-0.0025976037481309283,-0.0025948666768018627,-0.0022669079426478156,0.0,0.0,0.0,0.0,0.0,0.0,-0.00011107659865914459,-6.380068469456115e-05,-0.00012571189858229397,-6.817331877461653e-05,0.0057019000629312195,-0.0014178517560308106,-4.472776748783731e-05,0.0019770515880395494,-0.0001908822586672344,-0.00016896905145625813,-0.0002253216897141682,-0.00014634250108118245,-0.9371116616086,-0.9236193082912288,-0.92777123215508,-0.42537398997869175
Bwd IAT Tot,-0.12888348457938686,-0.16226181088151592,0.048829630826793084,0.0004328330488400736,0.07588466374339622,0.002451244318453659,0.05630673338582854,0.25668461027811745,-0.1344881771902718,0.09014345199811975,0.178206462824127,0.42873885331373324,-0.12951975652883813,0.3714634203622595,0.3785922383372517,-0.020914100662286366,-0.05605711038241436,-7.394422061816837e-05,0.005923827944315108,0.009462074947233596,-0.0009387280069475629,0.04841434757803616,0.004079394929884134,0.007294176253626238,0.009335761845267881,-0.0006478119557731004,1.0,0.5080040174724049,0.7536548555134052,0.764615142994241,0.17066419224582902,0.03282577536699021,0.0,0.0,0.0,0.007137083571571418,0.08010487938204486,-0.04932950436480128,-0.04590693805617355,-0.14342943673983966,0.41529790217422186,0.3702632130896942,0.40346245831357735,0.18601360201803022,-0.02058812581133506,0.03282577536699021,0.1537660103835395,0.2795969044750079,-0.12585847154258384,-0.059617917271664,0.0,0.15376562353029263,0.026367875015533507,0.33750967507514806,0.09014345199811975,0.3714634203622612,0.0,0.0,0.0,0.0,0.0,0.0,0.0004328330488400736,0.002451244318453659,0.07588466374339622,0.056309155895706675,-0.020154346112796505,-0.04736252920762582,-0.002111505183289563,0.09573046084193237,0.03868160262011045,0.05275963533027267,0.07315420185939343,0.025175486136761464,0.024083299131419895,0.001517532464842484,0.010389506042493156,0.0955595150577181
Bwd IAT Mean,-0.08015343698447791,-0.09736126527872083,0.024642736997269217,-0.0017397727179589485,0.004151393036760119,-0.0010127441366168327,-0.001447097217829895,0.07056381533643187,-0.07674243122474753,0.028590691516236864,0.05421177515130359,0.12440672787210343,-0.0005393500187611794,0.07831738708725998,0.10430279398228876,-0.01340804091247484,-0.035876219231665424,0.0028803190503430415,0.007075850520727386,0.008172545186260947,-0.0005990469122937485,0.023932617210014665,0.008122049157169322,0.0065034522779729605,0.0077631736407568494,0.0006816744706123574,0.5080040174724049,1.0,0.3886478468859394,0.6389067650597735,0.8999850527970729,0.20421717783042295,0.0,0.0,0.0,-0.0006982088013999892,0.00572245779431979,-0.031570437890097204,-0.029380534068707456,-0.08317670988490648,0.11864647485325992,0.07217860642486591,0.10340755924267278,0.0372248952329828,-0.013124900774046124,0.20421717783042295,0.041866528643885355,0.08528022634424025,-0.00010921757637744098,-0.03523068049814324,0.0,0.041868420525969466,-0.016164974416673215,0.06026492728354249,0.028590691516236864,0.07831738708725924,0.0,0.0,0.0,0.0,0.0,0.0,-0.0017397727179589485,-0.0010127441366168327,0.004151393036760119,-0.0014471481994058125,-0.03439933165617322,-0.016992321997398578,-0.0018725526137189522,0.057557013447193585,0.015155127541075373,0.014998129372958477,0.022902269409867587,0.012097316387676346,0.020346436807037672,0.0011450847153499646,0.008829528030267908,0.08141866511366952
