Dataset,Feature,mean,std,median,min,max,skewness,kurtosis
CICIDS2017,ECE Flag Count,0.00024339899453959613,0.015599353750469678,0.0,0.0,1.0,64.07405871962325,4103.487900036001
CICIDS2017,Down/Up Ratio,0.6835004096097739,0.6804919860804203,1.0,0.0,156.0,12.004054302595748,1763.958742864321
CICIDS2017,Average Packet Size,191.98365759294515,331.8603492541883,72.25,0.0,3893.333333,2.490553735951982,5.838183795070842
CICIDS2017,Avg Fwd Segment Size,58.201938528123755,186.09115654962312,34.0,0.0,5940.857143,9.135766045183047,94.93513175286711
CICIDS2017,Avg Bwd Segment Size,305.94928134993836,605.2568001422048,72.0,0.0,5800.5,2.5192831324163105,5.472293500437708
CICIDS2017,Fwd Header Length.1,-25997.391975887604,21052857.873173933,64.0,-32212234632.0,4644908.0,-1325.073809383881,1959082.8988238708
CICIDS2017,Fwd Avg Bytes/Bulk,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CICIDS2017,Fwd Avg Packets/Bulk,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CICIDS2017,Fwd Avg Bulk Rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CICIDS2017,Bwd Avg Bytes/Bulk,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CICIDS2017,Bwd Avg Packets/Bulk,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CICIDS2017,Bwd Avg Bulk Rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CICIDS2017,Subflow Fwd Packets,9.361159949878884,749.6727924980048,2.0,1.0,219759.0,244.38055300505061,61754.431280404155
CICIDS2017,Subflow Fwd Bytes,549.2919360747337,9980.070243937706,62.0,0.0,12870338.0,803.5985915171941,984882.5297907982
CICIDS2017,Subflow Bwd Packets,10.393770116185044,997.3882689050921,2.0,0.0,291922.0,244.6795073937269,62017.975503703805
CICIDS2017,Subflow Bwd Bytes,16162.302467938629,2263057.2835084787,123.0,0.0,655453030.0,244.3353008521819,61604.20416292696
CICIDS2017,Init_Win_bytes_forward,6989.837446211119,14338.725836818838,251.0,-1.0,65535.0,2.5623640468574567,6.545994223013988
CICIDS2017,Init_Win_bytes_backward,1989.4329767838337,8456.883156982454,-1.0,-1.0,65535.0,5.252338607484763,29.825069026955013
CICIDS2017,act_data_pkt_fwd,5.418217761202624,636.4256638996873,1.0,0.0,213557.0,284.5952275363737,83076.67205271275
CICIDS2017,min_seg_size_forward,-2741.687868520738,1084989.3838169887,24.0,-536870661.0,138.0,-474.5352652609782,233236.4503383389
CICIDS2017,Active Mean,81551.321012322,648599.936773979,0.0,0.0,110000000.0,38.233556792533115,3874.143877966758
CICIDS2017,Active Std,41134.11677514879,393381.51531683165,0.0,0.0,74200000.0,40.47170720580099,4110.318078597616
CICIDS2017,Active Max,153182.52126950416,1025824.9749109317,0.0,0.0,110000000.0,24.351813063374106,1323.2567071942888
CICIDS2017,Active Min,58295.8177443166,577092.281910223,0.0,0.0,110000000.0,47.68400638905294,5844.066503168537
CICIDS2017,Idle Mean,8316036.627207768,23630078.577950556,0.0,0.0,120000000.0,3.0654885109602286,8.098491082537018
CICIDS2017,Idle Std,503843.9497793038,4602984.480672,0.0,0.0,76900000.0,10.493403947078571,114.38739747154428
CICIDS2017,Idle Max,8695751.984585673,24366888.32904313,0.0,0.0,120000000.0,2.951288968176639,7.297839534750958
CICIDS2017,Idle Min,7920031.014637146,23363418.9274783,0.0,0.0,120000000.0,3.184530811272156,8.761402100464737
CSE-CIC-IDS2018,Dst Port,9164.072933971369,18922.242533844088,80.0,0.0,65535.0,1.8635735633714954,1.640674951316008
CSE-CIC-IDS2018,Protocol,8.754113471599082,4.920117157466727,6.0,0.0,17.0,1.0061258069708046,-0.743006167579487
CSE-CIC-IDS2018,Flow Duration,11813800.896990892,494012360.48691154,20970.0,-919011000000.0,120000000.0,-1434.8218876053784,2172143.701621108
CSE-CIC-IDS2018,Tot Fwd Pkts,23.533190931551967,1521.1368121348744,2.0,1.0,309629.0,88.55638184543793,8271.324391653157
CSE-CIC-IDS2018,Tot Bwd Pkts,6.312705835288154,164.02563869552773,1.0,0.0,123118.0,170.80392532436008,61867.825980176975
CSE-CIC-IDS2018,TotLen Fwd Pkts,973.0372564605199,62169.05858702681,43.0,0.0,144391846.0,836.6851897608382,1808723.2077531759
CSE-CIC-IDS2018,TotLen Bwd Pkts,4730.9314237104145,234465.8562450878,101.0,0.0,156360426.0,160.05672086685266,49375.79504233544
CSE-CIC-IDS2018,Fwd Pkt Len Max,200.7620361261664,303.50913301167014,40.0,0.0,64440.0,4.595310884451044,536.0218487480547
CSE-CIC-IDS2018,Fwd Pkt Len Min,11.075998480374137,24.229383379878374,0.0,0.0,1460.0,11.414634628329935,397.5721833909239
CSE-CIC-IDS2018,Fwd Pkt Len Mean,50.312736193542726,60.505607407105785,36.0,0.0,16529.3138401559,7.060805915992153,919.4097970914107
CSE-CIC-IDS2018,Fwd Pkt Len Std,70.84147108488027,116.44072537700653,0.0,0.0,18401.5827717299,2.4485961983705353,86.29820041222315
CSE-CIC-IDS2018,Bwd Pkt Len Max,350.14953283578956,497.42337202957066,95.0,0.0,65160.0,1.6722741633812113,55.246943351648895
CSE-CIC-IDS2018,Bwd Pkt Len Min,26.478048435209807,50.97872930550147,0.0,0.0,1460.0,2.1133282535656415,5.799452668550998
CSE-CIC-IDS2018,Bwd Pkt Len Mean,113.07591039107918,164.1056424128816,66.0,0.0,33879.28358,4.32100825592811,204.48330281859026
CSE-CIC-IDS2018,Bwd Pkt Len Std,131.5657359000583,204.25916516316312,0.0,0.0,22448.413526582277,1.5020535581933845,22.50004238616548
CSE-CIC-IDS2018,Flow Byts/s,257034.89325761463,3667840.990257705,785.9239833818405,0.0,1806642857.14286,80.55085527700047,19849.878192588927
CSE-CIC-IDS2018,Flow Pkts/s,52296.98215171973,264725.0409225225,136.1192405,-0.0088953248,6000000.0,6.8010476530349315,50.03894884562426
CSE-CIC-IDS2018,Flow IAT Mean,3335396.5878694654,222948346.67996004,11714.0,-828220000000.0,120000000.0,-3378.1665979932823,12068078.451715184
CSE-CIC-IDS2018,Flow IAT Std,1275574.087285913,338112790.9339661,60.6531120389,0.0,474354474600.909,1208.4722601802623,1488648.868077571
CSE-CIC-IDS2018,Flow IAT Max,6602696.9183182,659510392.948946,18700.0,-828220000000.0,979781000000.0,1012.4579008039112,1639907.3708064782
CSE-CIC-IDS2018,Flow IAT Min,2321853.562383913,747621113.9753718,53.0,-947405000000.0,120000000.0,-1169.8848123580915,1392546.2931135423
CSE-CIC-IDS2018,Fwd IAT Tot,11523129.572023138,494007138.423914,5140.0,-919011000000.0,120000000.0,-1434.8656305952743,2172232.171532895
CSE-CIC-IDS2018,Fwd IAT Mean,3661299.9694627193,222960184.58154047,3600.75,-828220000000.0,120000000.0,-3377.6328954482624,12065535.421868473
CSE-CIC-IDS2018,Fwd IAT Std,1402965.1043636715,338119311.3428165,0.0,0.0,474354474600.909,1208.4012194752506,1488532.2195776196
CSE-CIC-IDS2018,Fwd IAT Max,6409624.945660007,659508397.0232897,5029.0,-828220000000.0,979781000000.0,1012.4679704506194,1639928.4084957095
CSE-CIC-IDS2018,Fwd IAT Min,2409648.8165875403,747624130.9067401,37.0,-947405000000.0,120000000.0,-1169.8710010996429,1392524.3650302042
CSE-CIC-IDS2018,Bwd IAT Tot,7597374.194926391,25862876.12130457,0.0,0.0,120000000.0,3.6228040928693113,11.660784635970353
CSE-CIC-IDS2018,Bwd IAT Mean,824199.8083988309,4340497.413990648,0.0,0.0,120000000.0,12.351948188502515,193.01208993111445
CSE-CIC-IDS2018,Bwd IAT Std,851174.0972359516,3376930.180968773,0.0,0.0,84837189.5109486,6.216691347956482,47.92673336296896
CSE-CIC-IDS2018,Bwd IAT Max,2612946.8022174416,10244256.505324522,0.0,0.0,120000000.0,5.156770905439878,26.827599879732865
CSE-CIC-IDS2018,Bwd IAT Min,291230.41701464733,3825443.7563268184,0.0,0.0,120000000.0,16.936387746065655,316.4439017735275
CSE-CIC-IDS2018,Fwd PSH Flags,0.043895429189888736,0.20486244914947804,0.0,0.0,1.0,4.45278897034228,17.82733181084052
CSE-CIC-IDS2018,Bwd PSH Flags,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CSE-CIC-IDS2018,Fwd URG Flags,0.00016380270663181654,0.012797495278148096,0.0,0.0,1.0,78.11470104306981,6099.907270594863
CSE-CIC-IDS2018,Bwd URG Flags,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CSE-CIC-IDS2018,Fwd Header Len,257.54076189388456,12263.519342617787,40.0,0.0,2477032.0,87.64113566715336,8172.745452647808
CSE-CIC-IDS2018,Bwd Header Len,133.09348674482501,3265.4964798857714,16.0,0.0,2462372.0,170.40943623382276,62185.43949110607
CSE-CIC-IDS2018,Fwd Pkts/s,36672.51436275811,213324.06677777824,73.9316871211,0.0,6000000.0,8.697619450074672,84.37385369576954
CSE-CIC-IDS2018,Bwd Pkts/s,15315.961868913031,92419.90220203252,3.696231058795948,0.0,2000000.0,9.068202725756093,103.7052509738603
CSE-CIC-IDS2018,Pkt Len Min,10.942555333312018,22.6194085319952,0.0,0.0,1460.0,6.981009098168417,136.38008355199608
CSE-CIC-IDS2018,Pkt Len Max,389.3460596763015,514.1580731837679,97.0,0.0,65160.0,2.02112386782471,111.71105575285858
CSE-CIC-IDS2018,Pkt Len Mean,77.62634159475525,103.7007982706994,52.33333333333333,0.0,17344.98473,4.3495339380139635,115.64844288193807
CSE-CIC-IDS2018,Pkt Len Std,121.46812114296281,162.53015741780803,32.331615074619044,0.0,22788.28621,1.7285706637889475,55.62906439603469
CSE-CIC-IDS2018,Pkt Len Var,41170.53604730591,212977.2967573762,1045.3333333333337,0.0,519000000.0,1863.5992002489006,4295784.203164196
CSE-CIC-IDS2018,FIN Flag Cnt,0.004795433582191473,0.06908283211440694,0.0,0.0,1.0,14.33654678806487,203.53659888335375
CSE-CIC-IDS2018,SYN Flag Cnt,0.043895429189888736,0.20486244914947804,0.0,0.0,1.0,4.45278897034228,17.82733181084052
CSE-CIC-IDS2018,RST Flag Cnt,0.18739799677729418,0.3902306971037452,0.0,0.0,1.0,1.602139678181819,0.5668516182441858
CSE-CIC-IDS2018,PSH Flag Cnt,0.39208423266193937,0.4882153232367876,0.0,0.0,1.0,0.44208272660716635,-1.804563085169035
CSE-CIC-IDS2018,ACK Flag Cnt,0.3316020391373271,0.47078884909388186,0.0,0.0,1.0,0.7153864495069018,-1.4882224112202227
CSE-CIC-IDS2018,URG Flag Cnt,0.04171301531706235,0.19993259397278157,0.0,0.0,1.0,4.584415497646719,19.01686779806033
CSE-CIC-IDS2018,CWE Flag Count,0.00016380270663181654,0.012797495278148096,0.0,0.0,1.0,78.11470104306981,6099.907270594863
CSE-CIC-IDS2018,ECE Flag Cnt,0.18739861280853384,0.39023119058696265,0.0,0.0,1.0,1.6021344948655605,0.5668350094757253
CSE-CIC-IDS2018,Down/Up Ratio,0.4964362900799935,0.9967272637123392,0.0,0.0,311.0,128.4793696862852,27452.366858551926
CSE-CIC-IDS2018,Pkt Size Avg,89.54039647239922,108.22330132261183,72.0909090909091,0.0,17478.40769,3.8675646547369658,99.55946653073234
CSE-CIC-IDS2018,Fwd Seg Size Avg,50.312736193542726,60.505607407105785,36.0,0.0,16529.3138401559,7.060805915992148,919.40979709141
CSE-CIC-IDS2018,Bwd Seg Size Avg,113.07591039107938,164.1056424128829,66.0,0.0,33879.28358,4.321008255928173,204.4833028185852
CSE-CIC-IDS2018,Fwd Byts/b Avg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CSE-CIC-IDS2018,Fwd Pkts/b Avg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CSE-CIC-IDS2018,Fwd Blk Rate Avg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CSE-CIC-IDS2018,Bwd Byts/b Avg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CSE-CIC-IDS2018,Bwd Pkts/b Avg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CSE-CIC-IDS2018,Bwd Blk Rate Avg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CSE-CIC-IDS2018,Subflow Fwd Pkts,23.533190931551967,1521.1368121348744,2.0,1.0,309629.0,88.55638184543793,8271.324391653157
CSE-CIC-IDS2018,Subflow Fwd Byts,973.0372564605199,62169.05858702681,43.0,0.0,144391846.0,836.6851897608382,1808723.2077531759
CSE-CIC-IDS2018,Subflow Bwd Pkts,6.312705835288154,164.02563869552773,1.0,0.0,123118.0,170.80392532436008,61867.825980176975
CSE-CIC-IDS2018,Subflow Bwd Byts,4730.908947872237,234455.5665107617,101.0,0.0,156360426.0,160.01793040648056,49349.01545067972
CSE-CIC-IDS2018,Init Fwd Win Byts,8787.201893766276,16235.598826065252,980.0,-1.0,65535.0,2.590096239060219,5.90494856207688
CSE-CIC-IDS2018,Init Bwd Win Byts,8689.130913353174,20619.31142541913,-1.0,-1.0,65535.0,2.133339768624843,2.727706552189021
CSE-CIC-IDS2018,Fwd Act Data Pkts,19.89527838544126,1519.9166135256935,0.0,0.0,309628.0,88.75797267710351,8298.152200468472
CSE-CIC-IDS2018,Fwd Seg Size Min,17.992667133741552,7.693845259675826,20.0,0.0,56.0,0.2556201782969186,0.5638957486107139
CSE-CIC-IDS2018,Active Mean,172877.58323445034,2505926.719059823,0.0,0.0,114000000.0,24.86206895801746,708.7679602667266
CSE-CIC-IDS2018,Active Std,86440.96906878224,1514575.348444906,0.0,0.0,75232413.85230836,25.900481854914123,710.7618842126682
CSE-CIC-IDS2018,Active Max,262392.03534171224,3319230.084439154,0.0,0.0,114000000.0,20.26638730153815,435.41126655284114
CSE-CIC-IDS2018,Active Min,115465.65896787785,2114144.8921646317,0.0,0.0,114000000.0,34.33654337751475,1279.301350533052
CSE-CIC-IDS2018,Idle Mean,5016958.068713881,263317790.18114346,0.0,0.0,395571421052.631,1261.8698064565367,1633614.2173762352
CSE-CIC-IDS2018,Idle Std,286649.13679674844,169188705.6211339,0.0,0.0,262247866338.599,1307.944920590143,1766415.1324410767
CSE-CIC-IDS2018,Idle Max,5428144.25033144,625370409.8109206,0.0,0.0,979781000000.0,1331.6165051420553,1838646.3717494097
CSE-CIC-IDS2018,Idle Min,4685630.661750614,63652024.768572554,0.0,0.0,239934000000.0,3339.0960620218248,12465451.501382899
Lycos-Unicas-IDS2018,dst_port,1048.7526352562816,3578.863524292995,80.0,0.0,65535.0,10.947074398342147,147.73433106674395
Lycos-Unicas-IDS2018,ip_prot,9.170069638546261,4.998550399672884,6.0,1.0,17.0,0.9219625468316518,-1.130922648619006
Lycos-Unicas-IDS2018,flow_duration,9798519.277154168,28956142.01698837,77925.0,0.0,119999999.0,3.145924727868059,8.370478672009828
Lycos-Unicas-IDS2018,down_up_ratio,0.9649331786624146,0.42712435041890306,1.0,0.0,24.25,4.867193855975095,155.5613547268957
Lycos-Unicas-IDS2018,pkt_len_max,1961.5993216260174,9387.167843821257,488.0,0.0,65496.0,6.600423171039838,41.703477134174555
Lycos-Unicas-IDS2018,pkt_len_min,13.712862460949562,40.11948673057367,0.0,0.0,1472.0,20.163772245579544,652.6097068919098
Lycos-Unicas-IDS2018,pkt_len_mean,204.63670591792135,700.8672050123241,110.0,0.0,32748.0,12.822618231978181,242.05426986728702
Lycos-Unicas-IDS2018,pkt_len_var,5090403.981250632,39852710.78695623,33982.238095,0.0,2144863008.0,10.838040037493007,149.60148076493408
Lycos-Unicas-IDS2018,pkt_len_std,505.2015969312001,2198.9032904778737,184.342719,0.0,46312.665741,7.4320329622444214,58.89342827895094
Lycos-Unicas-IDS2018,bytes_per_s,142278.30878530059,1836415.3667291426,7948.3002715,0.0,1564285714.285714,142.6576127750712,67251.09616628921
Lycos-Unicas-IDS2018,pkt_per_s,24879.876164208028,180850.22740882714,68.031839,0.0,5000000.0,9.121898853178001,92.71839333201136
Lycos-Unicas-IDS2018,fwd_pkt_per_s,12632.938658486622,95649.64233205715,30.603189,0.0,3000000.0,11.55746107153397,195.96951503367922
Lycos-Unicas-IDS2018,bwd_pkt_per_s,12246.937505712562,93086.51123057534,30.394444,0.0,5000000.0,11.454040303350087,199.8403030923239
Lycos-Unicas-IDS2018,fwd_pkt_cnt,26.608430789609844,1624.1737126574167,3.0,0.0,309629.0,81.41641767831557,6893.922096372382
Lycos-Unicas-IDS2018,fwd_pkt_len_tot,5144.184270952844,155034.8395327435,276.0,0.0,68255601.0,239.38041937619982,87163.21416022327
Lycos-Unicas-IDS2018,fwd_pkt_len_max,940.8801475509792,6706.9823619362405,161.0,0.0,65496.0,9.507939066024813,88.5287856581519
Lycos-Unicas-IDS2018,fwd_pkt_len_min,13.016816703902078,45.959118829640936,0.0,0.0,65496.0,435.7415957915998,602401.7752064038
Lycos-Unicas-IDS2018,fwd_pkt_len_mean,185.07859078296968,1456.0819982202274,53.666667,0.0,65496.0,17.70788754160057,397.30853521288753
Lycos-Unicas-IDS2018,fwd_pkt_len_std,330.6086805671696,2381.786084702406,73.568117,0.0,46312.665741,10.715470144989991,119.81142593372641
Lycos-Unicas-IDS2018,fwd_pkt_hdr_len_tot,296.7338210018239,13070.841682773003,72.0,0.0,2477032.0,80.68605363712747,6832.0724598116
Lycos-Unicas-IDS2018,fwd_pkt_hdr_len_min,18.766424556147758,8.569797921435073,20.0,0.0,52.0,0.3094134328749962,-0.3868171377079488
Lycos-Unicas-IDS2018,fwd_non_empty_pkt_cnt,23.3936414801025,1623.0930714697763,1.0,0.0,309629.0,81.57625233828651,6912.839685395034
Lycos-Unicas-IDS2018,bwd_pkt_cnt,7.742611129955239,173.56198266590533,4.0,0.0,122014.0,169.71972508372764,63858.621980071766
Lycos-Unicas-IDS2018,bwd_pkt_len_tot,6121.4975190026225,247550.19798212874,494.0,0.0,155635302.0,153.52284645815203,48564.04113151692
Lycos-Unicas-IDS2018,bwd_pkt_len_max,1268.0297922734403,6680.030818002698,488.0,0.0,65496.0,9.453145919712355,87.91880190591654
Lycos-Unicas-IDS2018,bwd_pkt_len_min,0.7532921713313917,12.409857369856905,0.0,0.0,922.0,17.871603866072675,346.0044390215782
Lycos-Unicas-IDS2018,bwd_pkt_len_mean,250.67932938670793,806.9199170912499,154.181818,0.0,65496.0,9.502265780157458,107.10382876312754
Lycos-Unicas-IDS2018,bwd_pkt_len_std,471.8725825935483,2295.975108406074,210.601859,0.0,46312.665741,9.43873358107611,88.37397812160263
Lycos-Unicas-IDS2018,bwd_pkt_hdr_len_tot,169.6909346891756,3468.2927341367977,92.0,0.0,2440292.0,170.013260892318,64065.73777570231
Lycos-Unicas-IDS2018,bwd_pkt_hdr_len_min,17.333972865040696,9.164356444282511,20.0,0.0,40.0,-0.032230792407052726,-0.7542572264847229
Lycos-Unicas-IDS2018,bwd_non_empty_pkt_cnt,5.4621751615701335,173.2937041689126,1.0,0.0,121883.0,170.16390578422482,64028.99919362817
Lycos-Unicas-IDS2018,iat_max,3606430.3442394086,12078973.470135443,46950.0,0.0,119999952.0,4.3458130586532,18.961154063203143
Lycos-Unicas-IDS2018,iat_min,31451.765509666453,1178209.1987486284,9.0,0.0,119999952.0,73.71018693419997,6154.809544962592
Lycos-Unicas-IDS2018,iat_mean,512602.93533544417,2149868.39107053,15405.0,0.0,119999952.0,17.744563376887484,629.3278828821922
Lycos-Unicas-IDS2018,iat_std,1107095.4371515648,3841120.340201469,18798.028059,0.0,84845974.605598,6.2237911019756105,58.73835879889285
Lycos-Unicas-IDS2018,fwd_iat_tot,9492600.388656331,28824305.50075394,37844.0,0.0,119999998.0,3.1846284695056,8.59450614290003
Lycos-Unicas-IDS2018,fwd_iat_max,3418744.581823174,11910348.766590372,30982.0,0.0,119999952.0,4.413336174356941,19.384757897928257
Lycos-Unicas-IDS2018,fwd_iat_min,124925.93107891834,2580904.5537466044,49.0,0.0,119999952.0,32.626543259956044,1196.7838744338856
Lycos-Unicas-IDS2018,fwd_iat_mean,893060.7011092792,3617171.073385483,20304.1666665,0.0,119999952.0,13.494616798497725,310.86088827398436
Lycos-Unicas-IDS2018,fwd_iat_std,1273755.4701817993,4564432.650174212,7745.647681,0.0,84799007.866085,5.121730124354553,31.18575327339388
Lycos-Unicas-IDS2018,bwd_iat_tot,9128641.09519929,28116664.939573694,37755.0,0.0,119999999.0,3.238138481209932,8.937648450467332
Lycos-Unicas-IDS2018,bwd_iat_max,3239182.0050310167,11508793.019581778,28972.0,0.0,119999879.0,4.551143839972421,20.532328182370183
Lycos-Unicas-IDS2018,bwd_iat_min,458831.0012631409,4961338.397173725,18.0,0.0,119999879.0,13.288629589911137,193.30506925519555
Lycos-Unicas-IDS2018,bwd_iat_mean,1091238.59616855,5427980.789776074,12357.333333,0.0,119999879.0,10.493089727623712,133.71765372529583
Lycos-Unicas-IDS2018,bwd_iat_std,1010361.2265087722,3674625.9985066666,3589.315998,0.0,84837189.510949,5.565353362790505,38.18883699848313
