Dataset,Feature,KS_Statistic,KS_PValue,PSI,Drift_Severity,Mean_Diff,Std_Diff,Train_Mean,Ext_Mean,Train_Std,Ext_Std
CIC2018,Destination Port,0.12551999999999996,0.0,0.12946116563965698,MODERATE,1236.0557,822.4531,8023.0137,9259.069,18216.34,19038.793
CIC2018,Down/Up Ratio,0.15292,0.0,0.09553209548907553,LOW,0.18155998,0.67246467,0.68644,0.50488,0.67144626,1.3439109
CIC2018,ECE Flag Count,0.18779999999999997,0.0,0.0,LOW,0.1878,0.37589738,0.00022,0.18802,0.014830766,0.39072815
CIC2018,EXTRA: bwd_non_empty_pkt_cnt,0.0,1.0,0.0,LOW,0.0,0.0,0.0,0.0,0.0,0.0
CIC2018,EXTRA: bwd_pkt_hdr_len_min,0.0,1.0,0.0,LOW,0.0,0.0,0.0,0.0,0.0,0.0
CIC2018,FIN Flag Count,0.031120000000000037,1.8111557928517343e-21,0.0,LOW,0.031119999,0.11623684,0.03608,0.00496,0.18648924,0.070252396
CIC2018,Flow Bytes/s,0.18556,0.0,0.47564266459516547,HIGH,1.3988186e+06,2.6390576e+07,1.6534282e+06,254609.66,2.9472252e+07,3.0816752e+06
CIC2018,Flow Duration,0.18983999999999998,0.0,0.4027257241966979,HIGH,2.474535e+06,2.616604e+06,1.4729784e+07,1.2255249e+07,3.3615172e+07,3.0998568e+07
CIC2018,Flow IAT Max,0.19116,0.0,0.4260496451748062,HIGH,2.9970965e+06,7.286342e+06,9.196639e+06,6.1995425e+06,2.4566944e+07,1.7280602e+07
CIC2018,Flow IAT Mean,0.21104000000000003,0.0,0.5055373840720349,HIGH,2.1493542e+06,9.45086e+06,1.312451e+06,3.4618052e+06,4.5077765e+06,1.3958636e+07
CIC2018,Flow IAT Min,0.29303999999999997,0.0,0.636003468403841,HIGH,2.8866052e+06,1.1150196e+07,155112.6,3.0417178e+06,2.8014028e+06,1.3951599e+07
CIC2018,Flow IAT Std,0.127,0.0,0.3045073198673668,HIGH,1.9804492e+06,4.747272e+06,2.9468598e+06,966410.5,8.1827025e+06,3.4354302e+06
CIC2018,Flow Packets/s,0.21358,0.0,0.4999075317260014,HIGH,20401.3,6860.2812,71761.93,51360.63,256789.81,263650.1
CIC2018,Fwd Avg Bulk Rate,0.0,1.0,0.0,LOW,0.0,0.0,0.0,0.0,0.0,0.0
CIC2018,Fwd Avg Bytes/Bulk,0.0,1.0,0.0,LOW,0.0,0.0,0.0,0.0,0.0,0.0
CIC2018,Fwd Avg Packets/Bulk,0.0,1.0,0.0,LOW,0.0,0.0,0.0,0.0,0.0,0.0
CIC2018,Fwd Header Length,0.26855999999999997,0.0,0.7221927568723718,HIGH,39926.5,6.316129e+06,-39598.527,327.97385,6.331387e+06,15258.21
CIC2018,Fwd Header Length.1,0.99916,0.0,21.4388234497599,HIGH,39598.527,6.331387e+06,-39598.527,0.0,6.331387e+06,0.0
CIC2018,Fwd IAT Max,0.24308000000000002,0.0,0.6124018366745174,HIGH,3.0316465e+06,7.396256e+06,9.050136e+06,6.0184895e+06,2.4638498e+07,1.7242242e+07
CIC2018,Fwd IAT Mean,0.24134,0.0,0.8211981764792924,HIGH,1.134145e+06,4.33221e+06,2.6529085e+06,3.7870535e+06,9.798373e+06,1.4130583e+07
CIC2018,Fwd IAT Min,0.29744,0.0,0.6198468803649194,HIGH,2.0458748e+06,5.183937e+06,1.0721412e+06,3.118016e+06,8.899155e+06,1.4083092e+07
CIC2018,Fwd IAT Std,0.0938199999999999,5.7900167277205515e-192,0.11302918745376986,MODERATE,2.1394732e+06,5.5018625e+06,3.2481005e+06,1.1086272e+06,9.640296e+06,4.1384335e+06
CIC2018,Fwd IAT Total,0.24390000000000006,0.0,0.5896872679629963,HIGH,2.451591e+06,2.607638e+06,1.4422283e+07,1.1970692e+07,3.3536704e+07,3.0929066e+07
CIC2018,Fwd PSH Flags,0.001960000000000073,0.9999768242537753,0.0,LOW,0.001960002,0.0042955577,0.0461,0.04414,0.20970166,0.2054061
CIC2018,Fwd Packet Length Max,0.15034,0.0,0.8486682249651122,HIGH,3.442337,404.1665,204.23216,200.78983,704.38806,300.22156
CIC2018,Fwd Packet Length Mean,0.15014,0.0,0.6641854216036324,HIGH,7.7482147,126.92142,58.14648,50.398266,187.31303,60.391617
CIC2018,Fwd Packet Length Min,0.27572,0.0,1.4575571471911084,HIGH,7.6608,36.932793,18.74938,11.08858,61.676456,24.743662
CIC2018,Fwd Packet Length Std,0.14212000000000002,0.0,0.1305642205728113,MODERATE,2.7745667,163.9549,68.28265,71.05722,280.17554,116.220634
CIC2018,Fwd Packets/s,0.21196000000000004,0.0,0.37994165049802753,HIGH,28474.746,37983.766,64643.46,36168.715,249523.6,211539.83
CIC2018,Fwd URG Flags,4.0000000000040004e-05,1.0,0.0,LOW,4e-05,0.0020098798,0.00012,8e-05,0.010953793,0.0089439135
CIC2018,Idle Max,0.055479999999999974,2.5186748211650594e-67,0.006736370655993389,LOW,3.762936e+06,8.243395e+06,8.701854e+06,4.938918e+06,2.4465148e+07,1.6221753e+07
CIC2018,Idle Mean,0.055479999999999974,2.5186748211650594e-67,0.007076063916442429,LOW,3.4926645e+06,7.734068e+06,8.306972e+06,4.8143075e+06,2.3719976e+07,1.5985908e+07
CIC2018,Idle Min,0.05566000000000004,9.24950782260336e-68,0.006933724153894337,LOW,3.2293795e+06,7.587544e+06,7.9040185e+06,4.674639e+06,2.3457932e+07,1.5870388e+07
CIC2018,Idle Std,0.009319999999999995,0.025829612410223746,0.0,LOW,364474.06,2.9796805e+06,511684.16,147210.1,4.612936e+06,1.6332556e+06
CIC2018,Init_Win_bytes_backward,0.11507999999999996,6.932082168146436e-289,0.2382669983005289,MODERATE,6605.3496,12099.227,1943.2726,8548.622,8354.217,20453.443
CIC2018,Init_Win_bytes_forward,0.20011999999999996,0.0,0.39325333721319417,HIGH,1973.853,2148.6953,6870.7925,8844.6455,14180.105,16328.801
CIC2018,Max Packet Length,0.18122,0.0,2.7893455092678057,HIGH,558.50195,1520.3254,949.58606,391.0841,2031.6796,511.35413
CIC2018,Min Packet Length,0.26709999999999995,0.0,1.4474020011151518,HIGH,5.4517603,1.5119209,16.38904,10.93728,24.612982,23.10106
CIC2018,PSH Flag Count,0.09474000000000005,9.560713230491698e-196,0.0,LOW,0.09474,0.030793995,0.29884,0.39358,0.45774955,0.48854354
CIC2018,Packet Length Mean,0.18122,0.0,0.8221351680089345,HIGH,95.13003,205.9234,172.74306,77.61303,308.62872,102.70532
CIC2018,Packet Length Std,0.14712000000000003,0.0,2.55800817052143,HIGH,173.85037,474.31223,295.84183,121.99145,636.2469,161.93466
CIC2018,Packet Length Variance,0.14712000000000003,0.0,2.55800817052143,HIGH,451197.2,1.5893361e+06,492301.94,41104.75,1.6671269e+06,77790.734
CIC2018,Protocol,0.09372000000000003,1.484383207750455e-191,0.04146020825521349,LOW,1.1150408,0.34188843,9.85698,8.74194,5.2564287,4.9145403
CIC2018,RST Flag Count,0.18779999999999997,0.0,0.0,LOW,0.1878,0.37589738,0.00022,0.18802,0.014830766,0.39072815
CIC2018,SYN Flag Count,0.001960000000000073,0.9999768242537753,0.0,LOW,0.001960002,0.0042955577,0.0461,0.04414,0.20970166,0.2054061
CIC2018,Subflow Bwd Bytes,0.12285999999999997,0.0,0.8226792439056364,HIGH,24633.748,3.2260808e+06,30232.377,5598.629,3.6999895e+06,473908.72
CIC2018,Subflow Bwd Packets,0.12913999999999998,0.0,0.11957756017019722,MODERATE,10.05088,1378.5101,17.02326,6.97238,1703.9146,325.40445
CIC2018,Subflow Fwd Bytes,0.14846,0.0,0.5495985245323274,HIGH,663.8196,52308.945,561.08826,1224.9078,8513.726,60822.67
CIC2018,Subflow Fwd Packets,0.09064000000000005,3.543869654101746e-179,0.0823368106128857,LOW,18.037659,639.0708,14.24348,32.28114,1262.0911,1901.1619
CIC2018,Total Backward Packets,0.12913999999999998,0.0,0.11957756017019722,MODERATE,10.05088,1378.5101,17.02326,6.97238,1703.9146,325.40445
CIC2018,Total Fwd Packets,0.09064000000000005,3.543869654101746e-179,0.0823368106128857,LOW,18.037659,639.0708,14.24348,32.28114,1262.0911,1901.1619
CIC2018,Total Length of Bwd Packets,0.12285999999999997,0.0,0.8226792439056364,HIGH,24639.299,3.226876e+06,30237.33,5598.0312,3.7006598e+06,473783.75
CIC2018,Total Length of Fwd Packets,0.14846,0.0,0.5495985245323274,HIGH,663.8196,52308.945,561.08826,1224.9078,8513.726,60822.67
CIC2018,URG Flag Count,0.05337999999999998,2.35726349254166e-62,0.0,LOW,0.053379998,0.09421511,0.09422,0.04084,0.29213452,0.19791941
CIC2018,act_data_pkt_fwd,0.19084000000000007,0.0,0.30153180037398214,HIGH,18.09234,698.3965,10.52474,28.61708,1201.9196,1900.316
CIC2018,min_seg_size_forward,0.40832000000000007,0.0,2.2541413353159867,HIGH,12406.995,2.4300505e+06,-12389.013,17.982,2.4300582e+06,7.664254
Lycos,ACK Flag Count,0.63878,0.0,1.1845239529959276e-29,LOW,11.73606,188.30118,0.31648,12.05254,0.46510258,188.76628
Lycos,Active Max,0.08666000000000007,8.461947147748945e-164,0.00048742424265341415,LOW,35597.883,87291.75,156610.39,121012.51,981687.25,1.068979e+06
Lycos,Active Mean,0.08666000000000007,8.461947147748945e-164,0.0009402849793985261,LOW,11877.758,141066.88,83072.445,71194.69,591419.06,732485.94
Lycos,Active Min,0.08666000000000007,8.461947147748945e-164,0.003052944951071921,LOW,7991.6133,105229.125,58844.855,50853.242,521733.62,626962.75
Lycos,Active Std,0.005640000000000089,0.40272772341478746,0.0,LOW,8173.6875,64516.938,41793.984,33620.297,363721.8,428238.75
Lycos,Average Packet Size,0.87176,0.0,18.00384115169882,HIGH,193.0016,335.95206,193.0016,0.0,335.95206,0.0
Lycos,Avg Bwd Segment Size,0.74898,0.0,16.441131926361088,HIGH,306.8632,609.05994,306.8632,0.0,609.05994,0.0
Lycos,Avg Fwd Segment Size,0.83928,0.0,18.958168264188583,HIGH,58.14648,187.31303,58.14648,0.0,187.31303,0.0
Lycos,Bwd Avg Bulk Rate,0.04588000000000003,3.612438807059813e-46,0.0,LOW,1.4278389e+07,1.606924e+08,0.0,1.4278389e+07,0.0,1.606924e+08
Lycos,Bwd Avg Bytes/Bulk,0.04588000000000003,3.612438807059813e-46,0.0,LOW,1630.6293,140912.11,0.0,1630.6293,0.0,140912.11
Lycos,Bwd Avg Packets/Bulk,0.04588000000000003,3.612438807059813e-46,0.0,LOW,1.1671065,97.6045,0.0,1.1671065,0.0,97.6045
Lycos,Bwd Header Length,0.30446,0.0,1.0862813466625099,HIGH,21262.172,4.7992585e+06,-21097.781,164.3912,4.801991e+06,2732.5415
Lycos,Bwd IAT Max,0.3067,0.0,2.0647880958444484,HIGH,1.5023378e+06,5.903846e+06,4.639531e+06,3.1371932e+06,1.7183776e+07,1.127993e+07
Lycos,Bwd IAT Mean,0.30506,0.0,2.051875950040277,HIGH,806574.2,3.9567955e+06,1.8495781e+06,1.04300394e+06,9.198937e+06,5.2421415e+06
Lycos,Bwd IAT Min,0.25328000000000006,0.0,0.8836622276124397,HIGH,590453.1,3.84093e+06,1.0199604e+06,429507.22,8.624823e+06,4.783893e+06
Lycos,Bwd IAT Std,0.29968,0.0,0.11524089285897678,MODERATE,469968.44,2.6564722e+06,1.454373e+06,984404.56,6.2476365e+06,3.5911642e+06
Lycos,Bwd IAT Total,0.30694000000000005,0.0,2.0255359944468156,HIGH,889273.0,846794.0,9.762157e+06,8.872884e+06,2.8589832e+07,2.7743038e+07
Lycos,Bwd PSH Flags,0.5855,0.0,0.0,LOW,1.95182,5.510214,0.0,1.95182,0.0,5.510214
Lycos,Bwd Packet Length Max,0.28026,0.0,3.149456460274606,HIGH,373.93036,4615.055,870.8868,1244.8171,1953.369,6568.4243
Lycos,Bwd Packet Length Mean,0.2618,0.0,1.3172621855153968,HIGH,58.950394,194.49854,306.8632,247.9128,609.05994,803.5585
Lycos,Bwd Packet Length Min,0.48768,0.0,2.9645725929135773,HIGH,40.487297,59.136635,41.19206,0.70476,71.01089,11.874252
Lycos,Bwd Packet Length Std,0.31710000000000005,0.0,1.1224071501394666,HIGH,127.41458,1411.436,336.0411,463.4557,845.1054,2256.5415
Lycos,Bwd Packets/s,0.235,0.0,1.2023227766460007,HIGH,5553.8594,57567.17,7198.414,12752.273,40079.008,97646.18
Lycos,Bwd URG Flags,0.0,1.0,0.0,LOW,0.0,0.0,0.0,0.0,0.0,0.0
Lycos,CWE Flag Count,0.3053,0.0,1.232595164407831e-32,LOW,0.31862,0.49261826,0.00012,0.31874,0.010953793,0.50357205
Lycos,Destination Port,0.16326000000000007,0.0,0.48289073696455764,HIGH,6993.454,14809.754,8023.0137,1029.5596,18216.34,3406.5854
Lycos,Down/Up Ratio,0.29912,0.0,0.007021211067321462,LOW,0.2767576,0.247978,0.68644,0.9631976,0.67144626,0.42346826
Lycos,ECE Flag Count,0.30522000000000005,0.0,4.930380657631325e-32,LOW,0.40054,0.6490905,0.00022,0.40076,0.014830766,0.6639213
Lycos,EXTRA: bwd_non_empty_pkt_cnt,0.8712,0.0,0.0,LOW,5.23658,136.43251,0.0,5.23658,0.0,136.43251
Lycos,EXTRA: bwd_pkt_hdr_len_min,0.93484,0.0,0.0,LOW,17.31448,9.178992,0.0,17.31448,0.0,9.178992
Lycos,FIN Flag Count,0.41418,0.0,0.0,LOW,0.41418,0.3110305,0.03608,0.45026,0.18648924,0.49751976
Lycos,Flow Bytes/s,0.13154,0.0,0.658973323759854,HIGH,1.5092729e+06,2.776089e+07,1.6534282e+06,144155.33,2.9472252e+07,1.7113619e+06
Lycos,Flow Duration,0.27966,0.0,1.2828942155641745,HIGH,5.212942e+06,5.054442e+06,1.4729784e+07,9.516842e+06,3.3615172e+07,2.856073e+07
Lycos,Flow IAT Max,0.28271999999999997,0.0,1.2423692766900432,HIGH,5.707925e+06,1.2731371e+07,9.196639e+06,3.4887142e+06,2.4566944e+07,1.1835573e+07
Lycos,Flow IAT Mean,0.28388,0.0,1.4888622349449243,HIGH,815183.4,2.2693315e+06,1.312451e+06,497267.62,4.5077765e+06,2.238445e+06
Lycos,Flow IAT Min,0.20601999999999998,0.0,0.6949640569394947,HIGH,119865.234,1.4114224e+06,155112.6,35247.36,2.8014028e+06,1.3899804e+06
Lycos,Flow IAT Std,0.17300000000000004,0.0,0.3782061478058509,HIGH,1.8821049e+06,4.44464e+06,2.9468598e+06,1.0647549e+06,8.1827025e+06,3.7380628e+06
Lycos,Flow Packets/s,0.3328,0.0,1.5310179449354282,HIGH,46245.836,72677.59,71761.93,25516.094,256789.81,184112.22
Lycos,Fwd Avg Bulk Rate,0.006700000000000039,0.21076808615574738,0.0,LOW,35410.703,1.9982355e+06,0.0,35410.703,0.0,1.9982355e+06
Lycos,Fwd Avg Bytes/Bulk,0.006700000000000039,0.21076808615574738,0.0,LOW,1204.3094,64899.094,0.0,1204.3094,0.0,64899.094
Lycos,Fwd Avg Packets/Bulk,0.006700000000000039,0.21076808615574738,0.0,LOW,30.458738,2003.3291,0.0,30.458738,0.0,2003.3291
Lycos,Fwd Header Length,0.28954,0.0,1.0389040448277902,HIGH,39972.01,6.315323e+06,-39598.527,373.48392,6.331387e+06,16063.777
Lycos,Fwd Header Length.1,0.99916,0.0,21.4388234497599,HIGH,39598.527,6.331387e+06,-39598.527,0.0,6.331387e+06,0.0
Lycos,Fwd IAT Max,0.27218,0.0,1.7472932177907612,HIGH,5.7464315e+06,1.2966795e+07,9.050136e+06,3.3037045e+06,2.4638498e+07,1.1671703e+07
Lycos,Fwd IAT Mean,0.26202000000000003,0.0,1.9634222766909768,HIGH,1.7928418e+06,6.2156135e+06,2.6529085e+06,860066.75,9.798373e+06,3.5827595e+06
Lycos,Fwd IAT Min,0.27474,0.0,0.6819538579240865,HIGH,949311.5,6.309976e+06,1.0721412e+06,122829.77,8.899155e+06,2.589179e+06
Lycos,Fwd IAT Std,0.27496000000000004,0.0,0.38729953010341295,HIGH,2.0255405e+06,5.204676e+06,3.2481005e+06,1.22256e+06,9.640296e+06,4.43562e+06
Lycos,Fwd IAT Total,0.2759599999999999,0.0,1.594700583082352,HIGH,5.195981e+06,5.076078e+06,1.4422283e+07,9.226302e+06,3.3536704e+07,2.8460626e+07
Lycos,Fwd PSH Flags,0.5635399999999999,0.0,9.984020831703436e-31,LOW,1.9357799,2.9336648,0.0461,1.98188,0.20970166,3.1433663
Lycos,Fwd Packet Length Max,0.31701999999999997,0.0,0.7533149880911979,HIGH,668.5423,5669.521,204.23216,872.7745,704.38806,6373.909
Lycos,Fwd Packet Length Mean,0.30964,0.0,1.0100836681587502,HIGH,113.84146,1185.1549,58.14648,171.98795,187.31303,1372.4679
Lycos,Fwd Packet Length Min,0.24628,0.0,0.7153587517633367,HIGH,5.7045,23.785748,18.74938,13.04488,61.676456,37.89071
Lycos,Fwd Packet Length Std,0.33374000000000004,0.0,0.5204539571586836,HIGH,237.69464,1969.1301,68.28265,305.9773,280.17554,2249.3057
Lycos,Fwd Packets/s,0.3399000000000001,0.0,0.9812757687580748,HIGH,51879.64,155318.73,64643.46,12763.818,249523.6,94204.86
Lycos,Fwd URG Flags,0.00012000000000000899,1.0,0.0,LOW,0.00012,0.010953793,0.00012,0.0,0.010953793,0.0
Lycos,Idle Max,0.08914,2.6720240974735418e-173,0.05130245163565514,LOW,5.7197425e+06,1.290026e+07,8.701854e+06,2.9821115e+06,2.4465148e+07,1.1564888e+07
Lycos,Idle Mean,0.08914,2.6720240974735418e-173,0.052560238135167935,LOW,5.419287e+06,1.2446836e+07,8.306972e+06,2.887685e+06,2.3719976e+07,1.127314e+07
Lycos,Idle Min,0.08910000000000007,3.821359902487499e-173,0.042313680845461873,LOW,5.130999e+06,1.2346877e+07,7.9040185e+06,2.7730198e+06,2.3457932e+07,1.1111055e+07
Lycos,Idle Std,0.011539999999999995,0.002545917153811001,0.0,LOW,397800.25,3.1537552e+06,511684.16,113883.89,4.612936e+06,1.4591808e+06
Lycos,Init_Win_bytes_backward,0.54948,0.0,2.103291505258074,HIGH,19048.387,13980.744,1943.2726,20991.66,8354.217,22334.96
Lycos,Init_Win_bytes_forward,0.37022,0.0,1.4005838558859065,HIGH,6790.7935,4448.6074,6870.7925,13661.586,14180.105,18628.713
Lycos,Max Packet Length,0.27284,0.0,3.168388327875344,HIGH,921.35974,7048.505,949.58606,1870.9458,2031.6796,9080.185
Lycos,Min Packet Length,0.23288000000000003,0.0,0.6819877386900601,HIGH,2.6907196,14.766317,16.38904,13.69832,24.612982,39.3793
Lycos,PSH Flag Count,0.6074999999999999,0.0,8.9856187485331e-30,LOW,3.63486,7.4031963,0.29884,3.9337,0.45774955,7.8609457
Lycos,Packet Length Mean,0.26618,0.0,1.2575036087313571,HIGH,24.9039,365.0865,172.74306,197.64696,308.62872,673.7152
Lycos,Packet Length Std,0.31526,0.0,2.0229806203508502,HIGH,186.4223,1471.7188,295.84183,482.26413,636.2469,2107.9656
Lycos,Packet Length Variance,0.31526,0.0,2.0229806203508502,HIGH,4.183795e+06,3.6192108e+07,492301.94,4.676097e+06,1.6671269e+06,3.7859236e+07
Lycos,Protocol,0.060920000000000085,4.254044688759236e-81,0.0010281980186585757,LOW,0.67418003,0.2547307,9.85698,9.1828,5.2564287,5.001698
Lycos,RST Flag Count,0.17647999999999997,0.0,0.0,LOW,0.17648,0.36658385,0.00022,0.1767,0.014830766,0.38141462
Lycos,SYN Flag Count,0.61942,0.0,8.9856187485331e-30,LOW,1.2473,0.766739,0.0461,1.2934,0.20970166,0.97644067
Lycos,Subflow Bwd Bytes,0.25294,0.0,1.2983077394558493,HIGH,28090.283,3.6268045e+06,30232.377,2142.0945,3.6999895e+06,73184.97
Lycos,Subflow Bwd Packets,0.21499999999999997,0.0,0.18213834124880882,MODERATE,13.29285,1653.3099,17.02326,3.7304106,1703.9146,50.604572
Lycos,Subflow Fwd Bytes,0.25211999999999996,0.0,0.38123940678838414,HIGH,1168.0631,56373.457,561.08826,1729.1514,8513.726,64887.184
Lycos,Subflow Fwd Packets,0.17770000000000002,0.0,0.7442784292771364,HIGH,19.814045,741.31824,14.24348,34.057526,1262.0911,2003.4093
Lycos,Total Backward Packets,0.29910000000000003,0.0,0.11098767183005305,MODERATE,9.54698,1567.3384,17.02326,7.47628,1703.9146,136.57614
Lycos,Total Fwd Packets,0.26656,0.0,0.8303640214191332,HIGH,22.13528,741.91614,14.24348,36.37876,1262.0911,2004.0072
Lycos,Total Length of Bwd Packets,0.27140000000000003,0.0,1.1234042706156526,HIGH,24396.414,3.5033435e+06,30237.33,5840.916,3.7006598e+06,197316.36
Lycos,Total Length of Fwd Packets,0.28852,0.0,0.6177657912788024,HIGH,4062.2861,82598.68,561.08826,4623.3745,8513.726,91112.41
Lycos,URG Flag Count,0.09421999999999997,1.326845527086836e-193,0.0,LOW,0.09422,0.29213452,0.09422,0.0,0.29213452,0.0
Lycos,act_data_pkt_fwd,0.24187999999999998,0.0,0.37887528368279616,HIGH,22.621038,801.3723,10.52474,33.14578,1201.9196,2003.2919
Lycos,min_seg_size_forward,0.33108,0.0,2.0824881719874226,HIGH,12407.774,2.4300498e+06,-12389.013,18.762,2.4300582e+06,8.570489
